date,Freightos-波羅的海貨櫃運價指數[FBX01]-亞洲至美西,Freightos-波羅的海貨櫃運價指數[FBX03]-亞洲至美東,Freightos-波羅的海貨櫃運價指數[FBX11]-亞洲至北歐,Freightos-波羅的海貨櫃運價指數[FBX13]-亞洲至地中海,Freightos-波羅的海貨櫃運價指數[FBX22]-北歐至美東,Freightos-波羅的海貨櫃運價指數[FBX]
2016-10-04,1831.5500,2589.1700,1466.5000,1000.0000,1417.0100,1412.6900
2016-10-05,1732.3000,2487.2600,1466.5000,1000.0000,1417.0100,1381.8900
2016-10-06,1717.7500,2606.6700,1466.5000,1131.0400,1417.0100,1397.9400
2016-10-07,1759.0400,2491.6500,1466.5000,1131.0400,1417.0100,1394.2800
2016-10-10,1742.2100,2638.7600,1462.8600,1128.2900,1418.6800,1327.1300
2016-10-11,1719.5100,2685.2900,1462.8600,1061.5800,1418.6800,1362.6000
2016-10-12,1719.5100,2685.2900,1462.8600,1061.5800,1418.6800,1362.6000
2016-10-13,1719.5100,2685.2900,1466.5000,1050.3600,1417.8500,1361.5400
2016-10-14,1719.5100,2685.2900,1466.5000,1050.3600,1447.8500,1363.1900
2016-10-17,1853.0300,2640.7900,1634.4700,1120.2200,1447.8500,1429.2100
2016-10-18,1853.0300,2683.4000,1631.8200,1123.7400,1447.8500,1421.2400
2016-10-19,1873.6400,2617.7200,1635.4300,1123.7400,1447.8500,1420.7200
2016-10-20,1967.3900,2646.3400,1635.4300,1123.7400,1447.8500,1449.2200
2016-10-21,1964.2400,2642.1000,1635.4300,1123.7400,1447.8500,1448.1400
2016-10-24,1964.2400,2642.1000,1782.6000,1200.7300,1447.8500,1492.5600
2016-10-25,1959.4200,2624.5800,1782.6000,1200.7300,1447.8500,1503.8300
2016-10-26,1959.4200,2624.5800,1782.6000,1200.7300,1449.9600,1502.6900
2016-10-27,1954.6900,2625.3500,1782.6000,1200.7300,1449.9600,1501.8100
2016-10-28,1954.6900,2625.3500,1782.6000,1200.7300,1449.9600,1501.8100
2016-10-31,1954.6900,2625.3500,1806.6300,1200.7300,1449.9600,1510.9600
2016-11-01,2040.5500,2693.1300,1228.8500,1300.0000,1553.2600,1538.4500
2016-11-02,2024.1900,2790.8400,1034.1400,1445.0000,1795.4600,1611.6500
2016-11-03,1946.0200,2823.9500,1034.1400,1500.0000,1795.4600,1652.5900
2016-11-04,1942.8700,2823.9500,1034.1400,1550.0000,1795.4600,1656.4600
2016-11-07,1907.5500,2817.8400,1390.6400,1550.0000,1756.1100,1717.0400
2016-11-08,1897.5200,2801.8200,1395.7400,1500.0000,1756.1100,1709.7000
2016-11-09,1888.6200,2792.6800,1395.7400,1506.2800,1756.1100,1707.9500
2016-11-10,1888.6200,2755.7700,1366.8500,1450.0000,1756.1100,1696.7900
2016-11-11,1904.6100,2738.8600,1366.8500,1445.0000,1854.0600,1715.4100
2016-11-14,1907.5500,2714.5300,1367.7800,1400.7300,1851.2800,1655.7400
2016-11-15,1904.4000,2714.0200,1515.7000,1312.2700,1851.2800,1671.8400
2016-11-16,1877.4400,2681.4800,1350.6200,1329.7700,1848.5100,1633.7500
2016-11-17,1872.7100,2660.5400,1350.6200,1417.9100,1797.8600,1612.3900
2016-11-18,1861.6600,2655.7000,1350.6200,1369.6000,1807.3100,1603.5700
2016-11-21,1835.8900,2649.1000,1400.7900,1467.1300,1817.5100,1614.6300
2016-11-22,1816.9400,2626.9300,1370.2000,1651.3300,1829.8200,1624.6500
2016-11-23,1697.3100,2613.7100,1510.7400,1458.7500,1797.0000,1581.8300
2016-11-24,1659.7900,2604.8800,1553.2200,1768.5000,1797.0000,1586.8800
2016-11-25,1648.2800,2633.7300,1517.3900,1656.4600,1797.8600,1568.1600
2016-11-28,1595.5500,2608.0500,1517.3900,1788.8700,1792.3700,1555.3300
2016-11-29,1572.2900,2568.9600,1468.2700,1811.1500,1797.0000,1539.3000
2016-11-30,1569.4600,2561.7200,1468.2700,1812.3700,1891.1900,1545.2800
2016-12-01,1614.2100,2395.1100,1144.6500,1802.2700,1907.8100,1451.7000
2016-12-02,1445.3200,2436.9800,1099.5200,1739.9900,1761.7000,1275.4200
2016-12-05,1445.3200,2425.9400,1532.9300,1766.1500,1761.7000,1351.9600
2016-12-06,1407.3900,2437.4500,1541.1800,1706.8300,1761.7000,1341.5100
2016-12-07,1424.3600,2420.0700,1543.6000,1841.5800,1761.7000,1342.8300
2016-12-08,1432.7100,2411.7000,1641.3600,2064.2400,1633.7800,1370.1100
2016-12-09,1419.6300,2412.5900,1641.3600,2031.3000,1633.7800,1365.4300
2016-12-12,1387.4900,2395.1100,1619.5900,1886.0300,1629.8800,1411.5900
2016-12-13,1389.1600,2390.8300,1609.5800,1935.7700,1629.8800,1414.4700
2016-12-14,1381.1800,2434.0800,1609.5800,1935.7800,1629.8800,1418.3000
2016-12-15,1446.2100,2497.6100,1166.2300,1939.6000,1635.4500,1363.4400
2016-12-16,1492.1200,2494.7200,1396.2800,2021.2800,1635.4500,1418.9700
2016-12-19,1581.7100,2605.3000,1396.2800,2000.4400,1633.9600,1443.1900
2016-12-20,1576.9800,2613.4200,1396.2800,1967.3300,1633.9600,1391.3100
2016-12-21,1567.0700,2602.3500,1396.2800,1954.8300,1598.9100,1384.4700
2016-12-22,1559.6300,2601.5200,1582.6900,1920.8500,1587.0000,1458.6300
2016-12-23,1560.5200,2601.9000,1582.6900,2086.6700,1587.0000,1474.9800
2016-12-26,1546.0000,2606.3100,1822.6100,2329.7900,1580.0500,1536.6100
2016-12-27,1550.4200,2606.3100,1807.6100,2221.1500,1580.0500,1526.0100
2016-12-28,1542.4400,2602.0700,1807.6100,2142.4700,1580.4800,1516.3400
2016-12-29,1558.2200,2613.9700,1807.1500,2138.6500,1580.4800,1515.7300
2016-12-30,1589.2900,2613.9700,1807.1500,2152.5400,1580.4800,1523.2800
2017-01-02,1854.1000,2910.5800,1330.8800,2204.0500,1580.0800,1557.9300
2017-01-03,2080.8900,3081.0500,1845.1400,2114.6500,1580.0800,1695.5900
2017-01-04,2100.7400,3164.0200,1897.8400,2078.2900,1580.0800,1707.9000
2017-01-05,2098.6800,3163.6800,1981.1900,2250.7600,1580.0800,1747.3600
2017-01-06,2098.6800,3165.9200,1841.1100,2230.4800,1580.0800,1720.8600
2017-01-09,2082.7900,3056.4600,1586.0200,2165.2200,1588.1300,1638.5700
2017-01-10,2168.6200,3088.0900,1988.9300,2198.8700,1588.1300,1741.5700
2017-01-11,2068.1600,3088.6300,1988.9300,2169.8300,1562.6800,1710.4000
2017-01-12,2066.8200,3088.6300,1480.1700,2130.8800,1562.6800,1616.4400
2017-01-13,2069.0000,3089.4300,1480.1700,2120.3100,1558.8400,1632.3100
2017-01-16,2100.3500,3253.3700,1892.2600,2074.5600,1558.8400,1717.0200
2017-01-17,2185.8000,3331.8200,1892.2600,2039.0200,1550.3700,1741.7000
2017-01-18,2198.5800,3282.8200,1892.2600,2027.5800,1548.7500,1728.1100
2017-01-19,2188.8000,3546.8000,1892.2600,2106.8400,1548.7500,1760.9500
2017-01-20,2187.5400,3538.1000,1892.2600,2147.0600,1548.7500,1755.4300
2017-01-23,2180.4000,3561.6200,2031.9700,2068.2600,1547.8900,1728.7300
2017-01-24,2187.9100,3551.4200,2070.0500,2044.6500,1537.3700,1734.9100
2017-01-25,2144.5600,3458.4900,2070.0500,2026.7000,1522.1200,1725.6300
2017-01-26,2122.7400,3436.0100,2070.0500,2046.6700,1519.7900,1718.4600
2017-01-27,2098.4400,3455.9300,2070.0500,2107.1000,1506.9000,1720.8800
2017-01-30,2139.8800,3536.2800,2081.6900,2106.1200,1549.3900,1728.1200
2017-01-31,2142.7700,3538.9500,2081.5300,2101.9900,1549.3900,1726.3900
2017-02-01,2127.3400,3589.2600,1848.0300,2043.3600,1546.3200,1682.1900
2017-02-02,2123.4000,3583.2300,2248.8400,1926.0200,1546.3200,1748.7800
2017-02-03,2123.4000,3583.7100,2252.9900,2008.6200,1541.4200,1756.0700
2017-02-06,2112.3400,3591.3100,2428.7900,1916.3200,1538.2700,1763.9700
2017-02-07,2089.2300,3591.8100,2376.8400,2036.9400,1538.2700,1760.4300
2017-02-08,2079.3000,3598.7600,2230.5000,1990.4600,1538.2700,1731.9700
2017-02-09,2074.8100,3556.3600,1851.8600,1921.8700,1536.5200,1649.3100
2017-02-10,2046.2100,3551.0600,1851.8600,1895.7200,1536.5200,1642.5200
2017-02-13,1987.0700,3520.3100,1900.1100,1843.7500,1541.5500,1636.3900
2017-02-14,1986.6700,3511.1100,1810.3700,1744.9700,1572.2000,1616.3400
2017-02-15,1954.6900,3462.3500,1766.6500,1735.8600,1580.0300,1592.3500
2017-02-16,1924.4300,3402.9600,1764.2200,1740.9300,1596.2400,1579.8500
2017-02-17,1924.4300,3402.9000,1764.2200,1742.4600,1600.7200,1580.0000
2017-02-20,1916.6400,3390.7300,1758.7500,1770.0800,1600.7200,1579.5900
2017-02-21,1807.9000,3276.0900,1747.5700,1761.6500,1600.7200,1543.9400
2017-02-22,1812.3400,3214.7400,1747.5700,1725.3600,1600.7200,1535.2300
2017-02-23,1751.3600,3165.0900,1747.5700,1734.3700,1600.7200,1516.5500
2017-02-24,1751.3600,3165.5800,1675.9800,1819.4900,1600.7200,1514.0600
2017-02-27,1746.9800,3148.6300,1673.3400,1862.1100,1596.2400,1513.5500
2017-02-28,1718.5900,3132.7100,1673.3400,1955.2000,1600.7200,1516.5200
2017-03-01,1666.9500,3067.4300,1666.1800,1948.4100,1600.7200,1498.6200
2017-03-02,1560.5000,2994.6900,1735.7100,1941.6300,1568.4300,1478.5500
2017-03-03,1524.4800,2966.8900,1735.7100,1854.1400,1569.2600,1463.5900
2017-03-06,1650.7900,3086.3200,1735.7100,1854.2400,1572.9100,1500.9600
2017-03-07,1535.5100,3013.5000,1747.5700,1861.7700,1572.9100,1471.3000
2017-03-08,1515.0600,3014.0000,1747.5700,1839.8400,1572.9100,1464.5800
2017-03-09,1427.5900,2924.4500,1607.8000,1733.3700,1546.3000,1408.9600
2017-03-10,1427.1400,2924.4500,1488.0900,1700.9800,1546.3000,1383.6300
2017-03-13,1421.3200,2920.7000,1807.7700,1893.6800,1546.3000,1473.4400
2017-03-14,1416.3000,2914.9000,1803.7600,1910.1500,1452.7100,1463.6000
2017-03-15,1411.0400,2907.5500,1803.6600,1946.9500,1453.4000,1457.5900
2017-03-16,1415.6100,2917.2300,1794.1400,1780.4800,1453.4000,1442.1000
2017-03-17,1400.6100,2908.4900,1793.5500,1673.4400,1464.1200,1428.8400
2017-03-20,1396.0900,2890.8300,1537.3300,1711.0400,1450.2100,1384.3300
2017-03-21,1341.7700,2840.2000,1528.1300,1705.5700,1450.2100,1367.9200
2017-03-22,1327.1000,2797.1500,1528.1300,1638.0100,1450.2100,1334.8200
2017-03-23,1324.1400,2764.8700,1515.5500,1580.2700,1443.5700,1326.9400
2017-03-24,1324.1400,2765.7700,1515.5500,1602.0600,1408.9300,1328.9800
2017-03-27,1317.0500,2752.2600,1515.4300,1663.1800,1405.2100,1333.0500
2017-03-28,1313.3400,2797.0100,1515.4300,1625.1500,1405.2100,1331.5200
2017-03-29,1284.9200,2713.2900,1515.4300,1684.2500,1411.0100,1323.3400
2017-03-30,1289.7700,2712.4700,1487.7400,1695.5200,1411.0100,1320.4300
2017-03-31,1284.7600,2709.4200,1515.3100,1718.2500,1411.0100,1330.0400
2017-04-03,1370.1900,2722.4200,1718.8100,1805.9300,1550.8200,1444.0100
2017-04-04,1361.4700,2707.2500,1718.9300,1729.6000,1550.8200,1432.4700
2017-04-05,1381.8800,2700.7800,1573.6100,1727.1700,1554.4100,1403.7500
2017-04-06,1447.2500,2608.8500,1563.1700,1738.1400,1554.4100,1404.5700
2017-04-07,1447.2500,2604.6000,1563.1700,1709.5500,1520.1800,1397.1700
2017-04-10,1400.5900,2521.1900,1464.5100,1695.8000,1516.4500,1362.8100
2017-04-11,1356.4900,2513.1900,1464.5100,1686.0200,1512.3800,1352.6000
2017-04-12,1347.6400,2516.4200,1464.5100,1655.2400,1512.3800,1345.7900
2017-04-13,1342.5600,2502.1000,1448.0000,1653.4700,1499.3500,1336.4700
2017-04-14,1369.3700,2450.3500,1448.0000,1652.5300,1499.3500,1337.0300
2017-04-17,1349.3800,2366.7300,1275.4200,1688.6400,1503.4300,1298.9000
2017-04-18,1349.3800,2362.4800,1324.6700,1742.0200,1503.4300,1309.7200
2017-04-19,1349.3800,2364.5400,1324.6700,1741.3400,1503.4300,1308.7600
2017-04-20,1349.3800,2368.6900,1324.6700,1784.2900,1504.1100,1314.8200
2017-04-21,1349.3800,2368.5900,1324.6700,1784.2900,1504.1100,1313.6200
2017-04-24,1350.1400,2357.2100,1324.6700,1728.8300,1503.4300,1315.8600
2017-04-25,1340.0300,2335.1200,1324.6700,1790.3800,1503.4300,1318.3100
2017-04-26,1334.6900,2329.6900,1324.6700,1778.6700,1503.4300,1312.3200
2017-04-27,1332.2900,2338.5500,1349.8500,1777.6100,1503.4300,1315.4400
2017-04-28,1330.6400,2330.7400,1324.6700,1769.7600,1503.4300,1311.0100
2017-05-01,1441.0200,2399.1500,1295.3500,1999.2300,1503.4300,1312.5500
2017-05-02,1487.4400,2530.1900,1353.3100,1982.3500,1503.4300,1350.4000
2017-05-03,1487.4400,2534.9700,1353.3100,2026.6000,1511.7200,1355.8300
2017-05-04,1488.7700,2540.9000,1353.3100,2054.7400,1511.7200,1356.2300
2017-05-05,1488.7700,2540.9000,1353.3100,1976.6300,1497.8200,1347.5700
2017-05-08,1485.0700,2530.1300,1363.1800,1981.9400,1494.8300,1328.4700
2017-05-09,1479.7400,2530.1300,1363.1800,1788.6400,1494.8300,1308.3100
2017-05-10,1466.9300,2530.8900,1363.1800,1794.4400,1494.8300,1306.3300
2017-05-11,1460.0500,2530.3300,1416.2300,1815.9900,1493.4200,1315.6200
2017-05-12,1438.1400,2503.2600,1800.0000,1791.5900,1497.8200,1372.7900
2017-05-15,1421.4000,2483.5900,1604.6900,1928.6700,1471.1500,1347.8900
2017-05-16,1383.6600,2496.9700,1554.7400,1786.8200,1441.9400,1318.9400
2017-05-17,1420.1600,2522.7700,1554.7400,1786.8300,1403.1100,1380.3600
2017-05-18,1416.7900,2460.3000,1604.6900,1782.8800,1403.1100,1385.3200
2017-05-19,1402.1100,2454.5800,1604.6900,1745.5800,1403.1100,1378.3000
2017-05-22,1388.3600,2443.7000,1554.7400,1766.6800,1389.2300,1373.2800
2017-05-23,1361.5100,2419.2200,1528.8100,1787.0800,1389.2300,1361.9600
2017-05-24,1322.7800,2353.3300,1535.2600,1818.6100,1388.3600,1354.1200
2017-05-25,1327.1100,2336.7300,1563.6000,1818.6100,1388.3000,1357.8400
2017-05-26,1329.1700,2343.1200,1613.6000,1787.4000,1388.3000,1361.2900
2017-05-29,1326.0100,2347.6900,1630.3800,1845.4100,1388.2300,1365.6600
2017-05-30,1328.8900,2349.9700,1636.9900,1838.4500,1388.2300,1363.6400
2017-05-31,1329.1700,2356.4500,1616.3000,1830.6600,1388.3000,1365.6800
2017-06-01,1468.4800,2614.4600,1622.0300,1830.6000,1389.1600,1335.4100
2017-06-02,1472.2300,2530.0800,1630.3800,2005.4800,1388.3600,1378.0800
2017-06-05,1409.6200,2453.4700,1955.6300,1823.7000,1388.3000,1419.0800
2017-06-06,1365.9900,2469.6800,1962.4300,1818.6000,1388.2300,1411.8900
2017-06-07,1336.9800,2443.1800,2021.1600,1988.3800,1388.2300,1427.8000
2017-06-08,1436.9100,2379.9200,2055.4300,1988.5900,1389.1000,1445.0200
2017-06-09,1436.9100,2375.6800,1968.9700,1805.2000,1389.1000,1414.4700
2017-06-12,1456.6100,2373.8900,1922.7800,1758.6500,1389.0800,1427.6700
2017-06-13,1430.0300,2340.4700,1909.4800,1741.8300,1389.0600,1403.3700
2017-06-14,1422.2600,2332.2700,1909.4800,1753.8700,1388.1900,1398.6300
2017-06-15,1449.2700,2282.6900,1905.2500,1739.9100,1388.1900,1394.2300
2017-06-16,1447.2100,2282.2000,1909.4800,1747.2500,1382.5300,1396.2500
2017-06-19,1408.5000,2253.2300,1938.5900,1765.8900,1331.5700,1390.0800
2017-06-20,1395.4200,2228.1500,1977.0000,1748.9000,1331.5700,1401.3700
2017-06-21,1482.8900,2199.9700,2037.9900,1744.3300,1331.5700,1435.8700
2017-06-22,1468.6500,2200.4300,2038.4300,1789.6600,1331.5700,1468.3200
2017-06-23,1468.2100,2187.7700,2053.5400,1791.3200,1331.5700,1463.8300
2017-06-26,1333.1600,2216.3800,2050.0300,1830.9500,1331.5700,1427.7300
2017-06-27,1291.9000,2159.4900,2050.0300,1841.3400,1331.5700,1411.7900
2017-06-28,1289.8400,2159.4900,2050.2500,1839.2200,1331.5700,1409.6900
2017-06-29,1289.8400,2166.6200,2050.2500,1829.2100,1331.5700,1407.5100
2017-06-30,1296.6200,2179.2900,2024.5800,1821.4800,1331.5700,1404.8700
2017-07-03,1488.5200,2359.7300,2016.7400,1823.0400,1366.8700,1386.4000
2017-07-04,1498.8800,2359.7900,2031.2300,1821.1400,1366.8700,1389.9600
2017-07-05,1498.8800,2359.7900,2016.7400,1805.9500,1366.8700,1381.2900
2017-07-06,1493.5400,2359.7900,2016.7400,1770.7900,1357.7600,1371.7500
2017-07-07,1493.5400,2359.7900,2002.8900,1754.0900,1357.7600,1365.8900
2017-07-10,1372.5200,2359.7900,1637.1400,1770.7800,1357.7600,1283.8500
2017-07-11,1334.2400,2359.4100,1986.1200,1854.8200,1357.7600,1347.1200
2017-07-12,1332.5300,2357.4100,2114.9100,1902.4000,1357.7600,1443.0200
2017-07-13,1331.1800,2352.9300,1986.7400,1989.6700,1356.1000,1423.9900
2017-07-14,1332.5200,2352.9300,1970.7700,1876.2600,1356.1000,1411.0800
2017-07-17,1292.9900,2333.4800,1943.7100,1828.9400,1356.1800,1395.4800
2017-07-18,1298.0100,2278.1500,1943.7100,1845.5900,1356.1800,1391.1100
2017-07-19,1297.9800,2280.4200,1889.6700,1994.2300,1356.1000,1395.0100
2017-07-20,1297.9800,2267.5200,1883.8800,1917.7700,1356.1000,1388.3300
2017-07-21,1297.9800,2267.5200,1883.8800,1815.5200,1297.8900,1409.0000
2017-07-24,1337.2200,2318.1200,1967.6500,1902.4000,1297.8900,1442.8100
2017-07-25,1337.2200,2308.6000,1974.6300,2040.7100,1297.8900,1455.4900
2017-07-26,1337.2200,2319.7600,1554.7600,2090.6400,1308.1800,1390.0900
2017-07-27,1324.6000,2302.2900,1544.0600,2012.6600,1308.2300,1373.4600
2017-07-28,1324.6000,2304.7700,1531.1800,1728.2400,1297.9300,1343.8000
2017-07-31,1324.1700,2397.0500,1553.5800,1952.3900,1297.9700,1377.4800
2017-08-01,1376.7500,2597.5500,1372.0000,1733.4000,1297.9700,1357.8800
2017-08-02,1667.2200,2706.2600,1421.4900,1745.5400,1297.9000,1433.7400
2017-08-03,1667.2200,2705.8800,1422.2500,1865.2200,1297.9000,1452.6800
2017-08-04,1667.2200,2706.2600,1423.1700,1719.2800,1297.8300,1438.4600
2017-08-07,1700.8000,2706.9600,1416.1000,1800.2700,1297.8400,1439.5000
2017-08-08,1663.1200,2689.4900,1423.2100,1752.5800,1297.8300,1426.7300
2017-08-09,1668.1400,2698.9300,1423.2100,1920.1400,1297.8300,1443.4200
2017-08-10,1663.1200,2636.6200,1423.2100,1907.3800,1297.8200,1429.0300
2017-08-11,1658.3100,2630.4100,1423.2100,1817.0700,1297.8300,1419.3800
2017-08-14,1675.9500,2649.5100,1424.6900,1906.2100,1352.2800,1443.9500
2017-08-15,1665.6700,2626.8600,1389.9700,1941.8900,1352.3000,1436.8700
2017-08-16,1680.9700,2636.6200,1389.9700,1917.0300,1352.3000,1438.8500
2017-08-17,1720.4700,2711.8300,1397.0800,1944.1700,1352.3300,1458.4700
2017-08-18,1703.1200,2760.8500,1433.3400,1943.9100,1352.3300,1466.2700
2017-08-21,1666.4200,2681.8300,1440.0300,1866.0700,1352.3400,1449.0900
2017-08-22,1684.5500,2639.6800,1394.2500,1866.0700,1352.3600,1438.8500
2017-08-23,1619.4200,2504.9200,1391.9200,1756.8300,1371.0200,1408.5100
2017-08-24,1619.0200,2493.9800,1644.0200,1814.0100,1401.8700,1446.1200
2017-08-25,1627.3600,2562.6800,1620.5900,1888.3500,1401.1000,1456.5900
2017-08-28,1619.4700,2606.7100,1833.3700,1865.6100,1367.6900,1493.1600
2017-08-29,1598.8000,2454.1100,1833.3700,1741.7600,1401.8800,1461.9600
2017-08-30,1583.0200,2457.4200,1850.0400,1758.0500,1401.1400,1461.4500
2017-08-31,1585.5200,2458.4600,1856.7100,1725.7700,1385.4700,1458.9300
2017-09-01,1564.6700,2265.6100,1639.3900,1661.5600,1397.9600,1373.7800
2017-09-04,1589.6700,2466.4800,2204.5500,1806.1100,1398.1000,1516.1300
2017-09-05,1584.2500,2392.9600,2188.0100,1715.3300,1397.9600,1495.8100
2017-09-06,1582.9100,2392.9600,2187.8800,1767.8200,1398.1600,1508.5900
2017-09-07,1567.9600,2391.9200,2237.6800,1795.7700,1398.1600,1515.4900
2017-09-08,1567.9600,2391.9200,2237.6800,1759.3900,1397.9600,1510.5300
2017-09-11,1551.9600,2338.0800,2231.6800,1767.5300,1397.9300,1493.4900
2017-09-12,1551.9600,2337.0400,2246.0200,1765.9500,1397.9300,1493.8400
2017-09-13,1551.9600,2333.7300,2250.7600,1696.5200,1379.7600,1487.1900
2017-09-14,1551.0700,2303.5300,2254.3600,1642.2600,1341.2400,1473.9100
2017-09-15,1602.8300,2374.9500,2626.1900,1577.6700,1351.4300,1550.8300
2017-09-18,1603.8100,2314.4800,2646.1900,1503.2100,1397.8800,1543.3300
2017-09-19,1588.4800,2293.5400,2646.1900,1503.1300,1397.8600,1537.8300
2017-09-20,1564.2400,2293.5400,2646.1900,1503.1300,1397.9800,1530.5200
2017-09-21,1566.2500,2249.1000,2646.1900,1566.2000,1398.0800,1532.0300
2017-09-22,1556.2200,2239.8900,2646.1900,1638.3600,1398.2000,1533.2800
2017-09-25,1538.3000,2235.8000,2688.0000,1601.2200,1398.1100,1533.9700
2017-09-26,1540.7900,2230.3700,2009.9200,1541.4400,1398.1100,1413.0900
2017-09-27,1514.7600,2213.8400,2000.9000,1562.2300,1083.7600,1390.0600
2017-09-28,1510.9100,2155.8500,2010.9100,1821.8100,1085.0700,1407.0800
2017-09-29,1503.8200,2139.3300,2010.9100,1546.6200,1085.0700,1376.5200
2017-10-02,1444.1700,2139.9200,2236.4500,1548.5600,1141.7200,1391.4300
2017-10-03,1443.6100,2071.5500,2165.8200,1529.1600,1141.7200,1374.0900
2017-10-04,1443.6100,2071.5500,2061.7200,1459.3500,1141.7200,1350.8300
2017-10-05,1438.2800,2051.9700,1966.5300,1459.3500,1141.7200,1328.8700
2017-10-06,1444.1700,2045.6600,1425.2200,1321.7400,1141.7200,1223.5600
2017-10-09,1426.7200,2022.3800,1463.5400,1412.2900,1141.7200,1227.2800
2017-10-10,1421.3800,1958.4600,1463.3800,1360.6500,1141.7200,1213.8400
2017-10-11,1421.3800,1975.2900,1463.3800,1346.1100,1141.7200,1210.6100
2017-10-12,1421.3800,1954.1100,1362.8300,1272.4600,1187.0500,1179.2400
2017-10-13,1421.3800,1950.5400,1362.8300,1272.4600,1186.2600,1175.5800
2017-10-16,1400.1500,1938.4200,1372.2900,1516.6100,1186.2600,1199.0100
2017-10-17,1409.9300,1944.8000,1371.9100,1378.3800,1186.2600,1187.5800
2017-10-18,1380.6300,1928.4300,1364.7300,1370.1800,1180.2600,1175.9300
2017-10-19,1380.6300,1915.1000,1364.7300,1395.4400,1173.3300,1182.6600
2017-10-20,1370.4200,1863.1600,1364.7300,1348.6300,1141.0500,1171.0000
2017-10-23,1346.9400,1804.9000,1364.7300,1331.0600,1169.2100,1158.9200
2017-10-24,1346.0500,1800.5500,1364.7300,1331.0600,1169.2100,1160.4000
2017-10-25,1340.2700,1787.6500,1364.7300,1342.4800,1173.3100,1160.2900
2017-10-26,1340.2700,1787.6500,1363.0500,1363.6800,1173.3100,1150.4400
2017-10-27,1340.2700,1793.8600,1363.0500,1340.8000,1173.3100,1148.4700
2017-10-30,1330.4800,1793.8600,1384.9000,1363.6500,1173.3100,1148.6000
2017-10-31,1326.9300,1791.5800,1406.6000,1334.3900,1173.3100,1163.5300
2017-11-01,1610.5700,2347.2900,1542.7900,1388.7200,1215.4700,1306.7400
2017-11-02,1678.1100,2249.8100,1478.1000,1631.9600,1141.7200,1318.9900
2017-11-03,1672.5600,2223.7100,1478.1000,1620.2800,1141.7200,1314.8500
2017-11-06,1542.0700,2215.9100,1591.8200,1554.3300,1141.7200,1300.0600
2017-11-07,1539.1200,2222.0200,1591.8200,1583.1900,1142.6900,1303.1700
2017-11-08,1539.9200,2122.6500,1591.8100,1595.2400,1213.9900,1297.4100
2017-11-09,1549.6500,2105.1900,1615.5800,1590.1600,1214.0900,1300.4300
2017-11-10,1537.9500,2094.8600,1615.5800,1489.2200,1214.0900,1288.4300
2017-11-13,1452.3700,2023.7900,1615.5800,1620.7000,1213.8100,1277.4900
2017-11-14,1427.3200,1992.5600,1615.5800,1597.7500,1213.8100,1261.4100
2017-11-15,1320.1000,1847.0400,1572.8400,1300.1300,1213.8100,1176.5700
2017-11-16,1286.9300,1818.8800,1572.8400,1275.2800,1213.8100,1188.1500
2017-11-17,1286.9300,1818.8800,1595.0900,1267.5800,1213.8100,1191.6500
2017-11-20,1244.3400,1839.1000,1360.4200,1252.2200,1213.8100,1142.8200
2017-11-21,1200.9500,1826.0400,1360.4200,1235.2100,1213.8100,1129.4400
2017-11-22,1226.4000,1813.1300,1360.4200,1256.9300,1213.8100,1136.5400
2017-11-23,1175.9700,1754.5000,2235.0200,1241.9700,1213.8100,1270.6000
2017-11-24,1173.7500,1754.1200,2235.0200,1217.3600,1464.7200,1282.6700
2017-11-27,1170.7900,1753.3600,1777.4400,1241.7100,1264.8500,1211.3900
2017-11-28,1160.5300,1748.2300,1777.4400,1224.1800,1264.8500,1206.9100
2017-11-29,1157.5800,1743.8800,1777.4400,1171.4800,1264.8500,1200.0800
2017-11-30,1157.5800,1743.8800,1777.4400,1168.6300,1264.8500,1199.8100
2017-12-01,1455.3900,1697.1900,2411.7300,1141.0300,1264.8500,1338.6300
2017-12-04,1171.6200,1879.2200,2411.7300,1097.8000,1175.9200,1284.4400
2017-12-05,1169.3300,1878.0700,2411.7300,1101.3400,1175.9200,1283.8100
2017-12-06,1139.7900,1844.2000,2012.2300,1119.7200,1175.9200,1208.6300
2017-12-07,1124.4100,1806.6500,2020.9400,1191.8300,1175.9200,1216.8700
2017-12-08,1104.0600,1802.5100,2090.8300,1151.1200,1175.9200,1220.3100
2017-12-11,1099.2400,1839.6200,1661.6500,1158.5100,1175.9200,1152.5500
2017-12-12,1082.7800,1839.6200,1679.6300,1181.5200,1175.9200,1155.0700
2017-12-13,1081.8900,1823.8500,1679.6300,1178.0300,1224.0200,1157.2000
2017-12-14,1081.8900,1823.8500,1679.6300,1178.0300,1224.0200,1157.4600
2017-12-15,1071.8500,1818.6200,1679.6300,1201.6100,1224.0200,1156.9700
2017-12-18,1397.9300,1799.8500,2237.9600,1241.2900,1224.0200,1321.4700
2017-12-19,1189.1800,1975.0900,1684.2300,1223.4000,1207.9900,1201.7200
2017-12-20,1188.8800,1969.3800,1669.4000,1196.8400,1207.9900,1195.7100
2017-12-21,1188.8800,1975.0900,1669.4000,1196.2700,1224.0200,1196.5700
2017-12-22,1188.8800,1975.0900,1669.4000,1224.5000,1224.0200,1200.6500
2017-12-25,1177.4600,1992.7600,1667.7100,1417.1600,1224.0200,1207.8500
