date,Freightos-波羅的海貨櫃運價指數[FBX01]-亞洲至美西,Freightos-波羅的海貨櫃運價指數[FBX03]-亞洲至美東,Freightos-波羅的海貨櫃運價指數[FBX11]-亞洲至北歐,Freightos-波羅的海貨櫃運價指數[FBX13]-亞洲至地中海,Freightos-波羅的海貨櫃運價指數[FBX22]-北歐至美東,Freightos-波羅的海貨櫃運價指數[FBX]
2021-08-10,15809.1200,17583.7000,14141.4100,12345.4400,6801.1300,9588.1100
2021-08-11,15809.1200,17583.7000,14141.4100,12345.4400,6658.0000,9580.2300
2021-08-12,15809.1200,17583.7000,14141.4100,12286.5400,6658.0000,9574.2200
2021-08-13,15809.1200,17583.7000,14141.4100,12286.5400,5929.0800,9531.1100
2021-08-16,16131.4800,17785.0200,14037.6700,12300.7900,5929.0800,9602.6700
2021-08-17,16131.4800,17785.0200,14037.6700,12300.7900,5929.0800,9600.7000
2021-08-18,18424.6100,19943.4100,14037.6700,12300.7900,5929.0800,10281.7100
2021-08-19,18424.6100,19943.4100,14085.6200,12300.7900,5929.0800,10288.9500
2021-08-20,18424.6100,20032.5600,14085.6200,12840.3400,5929.0800,10346.9300
2021-08-23,18424.6100,20056.6800,14016.0100,12905.6900,5929.0800,10343.3300
2021-08-24,18424.6100,20056.6800,13858.2900,12905.6900,5929.0800,10316.1100
2021-08-25,18424.6100,20056.6800,13858.2900,12905.6900,5929.0800,10316.1100
2021-08-26,18424.6100,20056.6800,13858.2900,12905.6900,5929.0800,10321.2900
2021-08-27,18424.6100,20056.6800,13854.8500,12888.2500,5929.0800,10320.5700
2021-08-30,18424.6100,20056.6800,13854.8500,12888.2500,5929.0800,10320.5700
2021-08-31,18424.6100,20056.6800,13854.8500,12888.2500,5929.0800,10320.6600
2021-09-01,19079.9900,20637.6000,13878.1500,13096.7900,5847.4700,10534.2000
2021-09-02,19079.9900,20637.6000,13878.1500,13096.7900,5847.4700,10532.3100
2021-09-03,20188.3200,21686.3900,13878.1500,13096.7900,6414.7200,10887.5100
2021-09-06,20586.1100,22172.8700,14028.7100,13145.8600,6414.7200,11048.8900
2021-09-07,20586.1100,22172.8700,14184.4700,13160.9000,6549.4700,11095.8100
2021-09-08,20586.1100,22172.8700,14299.1000,13268.3800,6983.8800,11133.5000
2021-09-09,20586.1100,22172.8700,14299.1000,13308.9500,6983.8800,11137.1400
2021-09-10,20586.1100,22172.8700,14292.2100,13270.4900,6868.7100,11127.4500
2021-09-13,20586.1100,22172.8700,14299.1000,13308.6500,6868.7100,11134.4400
2021-09-14,20586.1100,22172.8700,14299.1000,13212.6600,6860.2000,11128.7400
2021-09-15,20586.1100,22289.0500,14431.1900,12829.8600,6860.2000,11129.0800
2021-09-16,19477.7800,21240.2700,14431.1900,12818.1100,6868.7100,10793.8000
2021-09-17,19477.7800,21240.2700,14431.1900,12816.1900,6868.7100,10793.6300
2021-09-20,19477.7800,21240.2700,14431.1900,12857.0900,6868.7100,10795.9100
2021-09-21,18850.4700,21127.0000,14431.1900,12975.6600,6868.7100,10662.5600
2021-09-22,19182.2800,22185.7600,14755.7000,13046.4400,6868.7100,10902.9200
2021-09-23,19182.2800,22234.2700,14755.7000,13138.3900,6868.7100,10919.5900
2021-09-24,19182.2800,22234.2700,14755.7000,13138.4400,6868.7100,10916.4400
2021-09-27,19182.2800,22234.2700,14755.7000,13138.4400,6986.0400,10922.8900
2021-09-28,19182.2800,22234.2700,14755.7000,13139.4700,6986.0400,10922.9900
2021-09-29,19182.2800,22234.2700,14755.7000,13139.4700,6986.0400,10923.3600
2021-09-30,16152.6600,18711.1100,14755.7000,13138.2600,6986.0400,9939.7300
2021-10-01,16152.6600,18711.1100,14491.7700,13049.7800,6986.0400,9877.3300
2021-10-04,16749.3400,19428.6700,14491.7700,13067.2200,6986.0400,10072.5600
2021-10-05,16749.3400,19428.6700,14491.7700,13067.2200,7126.3600,10097.2200
2021-10-06,16749.3400,19428.6700,14491.7700,13067.2200,7125.8400,10096.8800
2021-10-07,16749.3400,19428.6700,14493.4900,13067.2200,7125.8400,10097.0100
2021-10-08,13024.8100,19391.9600,14496.9400,13362.3800,7219.3800,9381.7200
2021-10-11,17376.6600,20694.8200,14491.7700,13362.2900,7219.3800,10400.4000
2021-10-12,17376.6600,20694.8200,14491.7700,13360.7700,7219.3800,10400.2600
2021-10-13,17376.6600,20694.8200,14491.7700,13360.7700,7219.3800,10400.8000
2021-10-14,17376.6600,20694.8200,14491.7700,13360.7700,7219.3800,10400.6200
2021-10-15,17376.6600,20694.8200,14375.8100,13360.7700,7177.8100,10378.3200
2021-10-18,17376.6600,20694.8200,14258.9900,13360.7700,7177.8100,10357.2000
2021-10-19,17376.6600,20694.8200,14258.9900,13360.7700,7177.8100,10358.8000
2021-10-20,17376.6600,21162.8400,14258.9900,13361.9900,7177.8100,10407.0300
2021-10-21,16145.0000,19451.0000,14259.0000,13362.0000,7178.0000,9977.0000
2021-10-22,16145.0000,19451.0000,14241.0000,13362.0000,7178.0000,9974.0000
2021-10-25,16145.0000,19451.0000,14241.0000,13364.0000,7178.0000,9979.0000
2021-10-26,16145.0000,19451.0000,14259.0000,13364.0000,7238.0000,9985.0000
2021-10-27,16145.0000,19451.0000,14259.0000,13298.0000,7238.0000,9980.0000
2021-10-28,19478.0000,21111.0000,14259.0000,13298.0000,7238.0000,10830.0000
2021-10-29,19478.0000,21111.0000,14259.0000,13279.0000,7238.0000,10833.0000
2021-11-01,18730.0000,19895.0000,14219.0000,13094.0000,7305.0000,10521.0000
2021-11-02,18730.0000,19895.0000,14219.0000,13094.0000,7305.0000,10519.0000
2021-11-03,18730.0000,19895.0000,14219.0000,13096.0000,7305.0000,10519.0000
2021-11-04,18730.0000,19895.0000,14219.0000,13214.0000,7305.0000,10530.0000
2021-11-05,18730.0000,19895.0000,14219.0000,13214.0000,7305.0000,10538.0000
2021-11-08,18730.0000,19895.0000,14219.0000,13160.0000,7413.0000,10525.0000
2021-11-09,13924.0000,15865.0000,14219.0000,13171.0000,7739.0000,9160.0000
2021-11-10,13924.0000,15865.0000,14219.0000,13171.0000,7678.0000,9125.0000
2021-11-11,13924.0000,15865.0000,14219.0000,13171.0000,7697.0000,9137.0000
2021-11-12,13924.0000,15865.0000,14219.0000,13171.0000,7447.0000,9107.0000
2021-11-15,13924.0000,15865.0000,14267.0000,13014.0000,7447.0000,9115.0000
2021-11-16,13924.0000,15865.0000,14267.0000,13014.0000,7438.0000,9115.0000
2021-11-17,13924.0000,15865.0000,14381.0000,13014.0000,7438.0000,9134.0000
