date,price
2016-10-31,149.99
2016-11-03,148.13
2016-11-04,139.99
2016-11-22,129.99
2016-11-25,143.11
2016-11-26,129.99
2016-11-27,143.21
2016-11-28,145.67
2016-11-29,129.99
2016-11-30,147.99
2016-12-02,159.99
2016-12-03,163.62
2016-12-04,164.5
2016-12-05,169.2
2016-12-06,162.11
2016-12-07,137.99
2016-12-09,139.99
2016-12-11,139.99
2016-12-13,129.99
2016-12-14,139.99
2016-12-15,139.98
2016-12-17,139.99
2016-12-20,137.99
2016-12-21,137.99
2016-12-31,139.99
2017-01-01,139.99
2017-01-02,139.87
2017-01-03,139.99
2017-01-05,149.99
2017-01-06,139.99
2017-01-08,137.1
2017-01-09,137.76
2017-01-10,139.99
2017-01-11,139.99
2017-01-12,138.53
2017-01-13,139.99
2017-01-20,134.99
2017-01-29,139.99
2017-01-30,137.99
2017-02-01,139.99
2017-02-19,140.12
2017-02-20,140.79
2017-02-21,141.07
2017-02-22,141.99
2017-02-28,141.07
2017-03-01,141.99
2017-03-02,134.99
2017-03-03,141.07
2017-03-07,134.99
2017-03-08,134.99
2017-03-09,139.99
2017-03-31,139.98
2017-04-01,119.99
2017-04-02,139.99
2017-04-04,134.99
2017-04-09,139.99
2017-04-12,131.99
2017-04-13,129.99
2017-04-16,134.5
2017-04-20,134.99
2017-04-21,134.17
2017-04-22,129.99
2017-04-23,128.59
2017-04-24,125.89
2017-04-25,123.25
2017-04-28,115.65
2017-04-29,141.99
2017-05-01,139.99
2017-05-02,141.99
2017-05-03,139.99
2017-05-04,137.05
2017-05-05,134.17
2017-05-06,128.45
2017-05-07,125.55
2017-05-08,119.75
2017-05-09,139.99
2017-05-12,136.6
2017-05-13,139.99
2017-05-15,149.99
2017-05-16,139.99
2017-05-18,139.99
2017-05-22,134.99
2017-05-23,129.99
2017-05-24,134.99
2017-05-25,130.41
2017-05-26,136.84
2017-05-27,135.23
2017-05-28,136.84
2017-06-01,149.99
2017-06-11,134.99
2017-06-14,133.49
2017-06-16,136.84
2017-06-20,129.12
2017-06-21,121.53
2017-06-22,136.84
2017-06-25,139.99
2017-07-01,141.99
2017-07-02,149.99
2017-07-03,134.99
2017-07-05,139.99
2017-07-06,149.99
2017-07-10,149.99
2017-07-12,154.99
2017-07-13,149.99
2017-07-15,154.99
2017-07-17,179.99
2017-07-18,148.73
2017-07-19,176.11
2017-07-20,171.97
2017-07-21,182.79
2017-07-22,172.04
2017-07-23,176.37
2017-07-24,188.85
2017-07-25,182.64
2017-07-26,149.99
2017-07-27,144.99
2017-07-28,161.05
2017-07-29,154.99
2017-08-01,149.99
2017-08-02,144.99
2017-08-03,154.99
2017-08-04,144.99
2017-08-05,159.99
2017-08-09,154.99
2017-08-10,154.99
2017-08-11,144.99
2017-08-14,149.99
2017-08-18,157.6
2017-08-20,157.8
2017-08-25,159.99
2017-08-26,157.8
2017-08-27,157.6
2017-08-31,155.81
2017-09-05,144.99
2017-09-06,144.99
2017-09-17,149.99
2017-09-20,144.99
2017-09-28,149.99
2017-10-06,139.99
2017-10-10,149.99
2017-10-17,152.99
2017-10-21,146.99
2017-10-23,157.99
2017-10-24,154.99
2017-10-26,152.99
2017-10-27,139.99
2017-11-02,158.88
2017-11-03,157.99
2017-11-11,154.99
2017-11-20,157.98
2017-11-21,157.99
2017-11-22,123.89
2017-11-23,129.99
2017-11-27,159.99
2017-11-28,164.5
2017-11-29,157.99
2017-11-30,159.99
2017-12-02,165.44
2017-12-03,159.99
2017-12-06,159.89
2017-12-07,154.99
2017-12-11,159.89
2017-12-12,159.99
2017-12-13,159.89
2017-12-15,154.99
2017-12-19,159.99
2017-12-22,150.31
2017-12-29,165.44
2017-12-30,166.99
2017-12-31,164.99
2018-01-03,157.99
2018-01-04,186.46
2018-01-05,195.07
2018-01-06,196.45
2018-01-07,189.99
2018-01-08,204.36
2018-01-09,204.58
2018-01-12,227.82
2018-01-13,228.48
2018-01-14,299.98
2018-01-15,322.89
2018-01-16,326.65
2018-01-17,262.36
2018-01-18,279.99
2018-01-19,248.99
2018-01-20,249.99
2018-01-22,275.5
2018-01-23,249.99
2018-01-25,179.99
2018-01-26,289.5
2018-01-27,249.99
2018-01-28,269.99
2018-01-29,289.5
2018-01-30,274.99
2018-02-01,249.99
2018-02-02,179.99
2018-02-03,247.88
2018-02-06,247.88
2018-02-07,169.99
2018-02-08,246.49
2018-02-11,219.99
2018-02-12,209.99
2018-02-13,245.99
2018-02-14,239.99
2018-02-16,209.99
2018-02-21,201.85
2018-02-22,199.09
2018-02-23,229.89
2018-02-24,229.99
2018-02-26,269.98
2018-02-27,229.89
2018-02-28,209.99
2018-03-03,209.99
2018-03-04,219.99
2018-03-06,269.99
2018-03-07,197.62
2018-03-08,209.99
2018-03-10,203.52
2018-03-11,203.71
2018-03-12,209.99
2018-03-13,239.89
2018-03-16,261.44
2018-03-17,239.89
2018-03-20,273.38
2018-03-21,269.89
2018-03-22,249.9
2018-03-24,239.99
2018-03-25,219.99
2018-03-28,209.99
2018-03-31,209.99
2018-04-01,224.99
