date,price
2019-02-25,279.99
2019-02-26,279.99
2019-03-01,274.99
2019-03-05,279.99
2019-03-20,274.99
2019-03-27,279.99
2019-03-28,274.99
2019-03-29,279.99
2019-04-26,279.99
2019-05-11,269.99
2019-05-12,279.99
2019-05-19,279.99
2019-05-25,269.99
2019-08-03,269.99
2019-08-06,279.99
2019-08-07,269.99
2019-08-10,263.29
2019-08-11,257.7
2019-08-12,263.08
2019-08-13,269.99
2019-08-19,279.99
2019-08-24,269.99
2019-08-28,279.99
2019-09-05,279.99
2019-09-06,277.99
2019-09-07,277.85
2019-09-08,272.37
2019-09-09,277.99
2019-09-18,269.99
2019-09-19,277.99
2019-09-23,274.99
2019-09-25,269.99
2019-09-26,279.99
2019-09-27,274.99
2019-09-28,274.99
2019-09-29,274.99
2019-09-30,279.99
2019-10-09,274.99
2019-10-16,269.99
2019-10-24,259.99
2019-10-25,274.99
2019-11-02,259.99
2019-11-03,259.99
2019-11-09,279.99
2019-11-10,259.99
2019-11-11,254.22
2019-11-12,259.99
2019-11-15,279.99
2019-11-16,259.99
2019-11-29,264.99
2019-12-07,274.99
2019-12-11,269.99
2019-12-13,279.99
2019-12-24,269.99
2019-12-25,279.99
2019-12-26,269.99
2019-12-28,269.99
2019-12-29,239.99
2019-12-31,279.99
2020-01-01,276.88
2020-01-02,279.99
2020-01-05,279.99
2020-01-07,289.99
2020-01-08,259.99
2020-01-09,279.99
2020-01-11,259.99
2020-01-14,289.99
2020-01-15,259.99
2020-01-16,269.99
2020-01-23,279.99
2020-01-24,269.99
2020-02-07,274.99
2020-02-19,279.99
2020-02-20,274.99
2020-03-05,279.99
2020-03-10,269.99
2020-03-11,259.99
2020-03-13,239.99
2020-03-14,269.99
2020-03-16,199.05
2020-03-17,279.99
2020-03-19,259.99
2020-03-20,279.99
2020-03-25,259.99
2020-03-28,279.97
2020-03-29,279.99
2020-03-31,297.4
2020-04-01,279.99
2020-04-02,299.99
2020-04-05,279.99
2020-04-08,304.99
2020-04-09,299.99
2020-04-11,304.99
2020-04-12,279.99
2020-04-25,299.99
2020-04-30,271.38
2020-05-01,274.62
2020-05-02,299.99
2020-05-05,274.18
2020-05-06,310.25
2020-05-07,310.18
2020-05-08,312.13
2020-05-09,279.99
2020-05-10,289.99
2020-05-14,267.54
2020-05-15,279.99
2020-05-17,275.2
2020-05-19,279.99
2020-05-22,299.99
2020-05-27,279.99
2020-06-03,299.99
2020-06-09,319.99
2020-06-11,279.99
2020-06-12,259.99
2020-06-13,279.99
2020-06-15,319.99
2020-06-17,273.71
2020-06-18,279.99
2020-06-19,989.99
2020-06-21,299.99
2020-06-22,279.99
2020-06-25,329.99
2020-06-26,289.99
2020-06-30,279.99
2020-07-01,289.99
2020-07-04,279.99
2020-07-09,281.91
2020-07-10,283.74
2020-07-11,289.99
2020-07-13,299.99
2020-07-14,289.99
2020-07-23,279.99
2020-07-24,250.43
2020-07-25,289.99
2020-07-26,279.99
2020-07-27,289.99
2020-07-28,279.99
2020-07-29,289.99
2020-08-02,289.99
2020-08-05,273.62
2020-08-06,269.99
2020-08-13,279.99
2020-08-14,273.62
2020-08-15,279.99
2020-08-16,229.99
2020-08-18,289.99
2020-08-19,279.99
2020-08-22,279.99
2020-08-25,299.99
2020-08-26,279.99
2020-08-28,269.49
2020-09-18,274.99
2020-09-19,269.49
2020-10-11,278.78
2020-10-13,279.99
2020-10-14,259.99
2020-10-15,269.49
2020-10-19,269.49
2020-10-22,279.99
2020-10-23,269.49
2020-10-27,279.99
2020-11-01,265.99
2020-11-02,279.99
2020-11-06,269.49
2020-11-07,279.99
2020-11-08,269.49
2020-11-09,279.99
2020-11-10,269.49
2020-11-16,271.7
2020-11-23,329.99
2020-11-24,299.99
2020-11-27,279.99
2020-12-02,299.06
2020-12-03,299.99
2020-12-04,279.99
2020-12-05,279.99
2020-12-06,299.99
2020-12-24,279.99
2020-12-25,299.99
2020-12-30,289.35
2021-05-13,299.99
2021-05-16,918.99
2021-05-17,299.99
2021-05-21,299.99
2021-05-25,785.96
2021-05-26,784.96
2021-05-28,784.9
2021-06-06,633.88
2021-06-10,632.88
2021-06-13,519.99
2021-07-03,517.29
2021-08-27,619.99
2021-08-28,632.88
2021-08-29,626.59
