date,price
2019-09-13,499.99
2019-09-23,519.99
2019-09-24,499.99
2019-11-14,489.99
2019-11-23,499.99
2019-11-30,509.99
2019-12-01,499.99
2019-12-02,509.99
2019-12-04,499.99
2019-12-16,509.99
2019-12-21,499.99
2019-12-22,509.99
2019-12-30,499.99
2019-12-31,509.99
2020-01-06,499.99
2020-01-25,489.99
2020-01-27,499.99
2020-01-28,489.99
2020-02-03,499.97
2020-02-04,498.68
2020-02-05,499.99
2020-02-07,499.97
2020-02-08,499.99
2020-02-11,499.97
2020-02-13,499.99
2020-02-14,469.99
2020-02-15,499.99
2020-02-19,509.99
2020-02-20,499.99
2020-03-28,519.99
2020-03-29,499.99
2020-03-31,509.99
2020-04-01,499.99
2020-04-02,509.99
2020-04-16,529.99
2020-04-17,509.99
2020-04-19,499.99
2020-04-23,499.99
2020-04-25,509.99
2020-04-26,499.99
2020-04-27,509.99
2020-04-28,519.99
2020-04-29,509.99
2020-04-30,509.99
2020-05-01,449.99
2020-05-02,499.99
2020-05-03,524.99
2020-05-05,599.99
2020-05-06,499.99
2020-05-07,539.99
2020-05-08,499.99
2020-05-10,529.99
2020-05-11,599.99
2020-05-12,519.99
2020-05-13,539.99
2020-05-14,499.99
2020-05-15,569.99
2020-05-16,529.99
2020-05-17,549.99
2020-05-18,584.99
2020-05-19,519.99
2020-05-20,499.99
2020-05-22,519.99
2020-05-23,519.99
2020-05-24,509.99
2020-05-25,499.99
2020-05-27,509.99
2020-05-28,509.99
2020-05-31,519.99
2020-06-01,499.99
2020-06-04,509.99
2020-06-05,519.99
2020-06-06,509.99
2020-06-07,529.99
2020-06-11,549.99
2020-06-12,499.99
2020-06-14,584.99
2020-06-15,519.99
2020-06-16,519.99
2020-06-17,509.99
2020-06-18,509.99
2020-06-19,519.99
2020-06-20,499.99
2020-06-21,519.99
2020-06-23,549.99
2020-06-24,539.99
2020-06-25,499.99
2020-06-26,509.99
2020-06-27,519.99
2020-06-29,509.99
2020-06-30,509.99
2020-07-01,499.99
2020-07-06,519.99
2020-07-07,539.99
2020-07-08,529.99
2020-07-10,539.99
2020-07-11,519.99
2020-07-13,524.99
2020-07-14,499.99
2020-07-18,509.99
2020-07-19,519.99
2020-07-21,509.99
2020-07-22,524.99
2020-07-23,509.99
2020-07-31,519.99
2020-08-05,524.99
2020-08-06,529.99
2020-08-07,524.99
2020-08-08,529.99
2020-08-11,524.99
2020-08-12,526.92
2020-08-13,524.99
2020-08-14,526.92
2020-08-20,529.99
2020-08-21,519.99
2020-08-22,529.99
2020-08-23,524.99
2020-08-24,524.99
2020-08-27,499.99
2020-08-28,526.92
2020-08-30,529.99
2020-08-31,524.99
2020-09-01,519.99
2020-09-03,529.99
2020-09-04,524.99
2020-09-05,524.99
2020-09-06,499.99
2020-09-07,519.99
2020-09-08,500.99
2020-09-09,499.99
2020-09-10,513.78
2020-09-12,503.1
2020-09-13,519.99
2020-09-14,499.99
2020-09-15,500.7
2020-09-16,519.99
2020-09-18,519.99
2020-09-22,508.32
2020-09-23,508.34
2020-09-24,499.99
2020-09-25,499.99
2020-10-01,509.99
2020-10-02,509.99
2020-10-03,509.99
2020-10-04,499.82
2020-10-05,499.99
2020-10-06,499.99
2020-10-08,469.99
2020-10-09,509.99
2020-10-11,479.99
2020-10-12,499.99
2020-10-14,534.99
2020-10-15,586.88
2020-10-16,499.93
2020-10-17,524.99
2020-10-18,503.77
2020-10-19,499.99
2020-10-21,519.99
2020-10-22,524.99
2020-10-23,554.97
2020-10-24,469.99
2020-10-25,524.99
2020-10-27,499.99
2020-10-29,536.91
2020-11-10,519.99
2020-11-11,524.99
2021-05-14,1189.99
2021-05-15,524.99
2021-05-19,1189.99
2021-05-20,524.99
2021-05-25,1179.99
2021-05-26,1099.99
2021-05-28,1089.99
2021-06-10,1088.99
2021-06-11,969.99
2021-07-03,968.99
2021-08-28,799.99
2021-08-29,883.69
2021-08-30,799.99
2021-09-09,883.51
2021-11-20,846.43
2021-12-17,849.99
2022-03-30,638.55
2022-04-10,623.39
2022-04-15,613.8
2022-06-12,499.99
2022-08-13,524.99
2022-08-29,515.82
