date,price
2018-10-20,499.99
2018-10-22,549.99
2018-10-27,499.99
2018-11-01,529.99
2018-11-03,499.99
2019-01-18,514.99
2019-01-24,519.99
2019-01-25,504.99
2019-01-30,499.99
2019-02-11,479.99
2019-02-12,499.99
2019-02-13,489.99
2019-02-20,499.99
2019-03-01,489.99
2019-03-08,494.99
2019-03-17,489.99
2019-03-18,494.99
2019-04-02,499.99
2019-04-05,499.99
2019-04-14,479.99
2019-04-16,479.99
2019-05-01,492.28
2019-05-02,479.99
2019-06-02,494.99
2019-07-04,459.99
2019-07-12,439.99
2019-07-16,429.99
2019-07-19,459.99
2019-07-21,469.99
2019-07-27,449.99
2019-07-28,469.99
2019-07-31,455.99
2019-08-01,449.99
2019-08-02,469.99
2019-08-03,459.99
2019-08-04,449.99
2019-08-05,499.99
2019-08-08,454.99
2019-08-11,459.99
2019-08-12,449.99
2019-08-13,499.99
2019-08-14,499.97
2019-08-15,449.99
2019-08-16,399.99
2019-08-17,409.99
2019-08-18,449.99
2019-08-19,459.99
2019-08-20,449.99
2019-08-24,459.99
2019-08-29,469.99
2019-08-31,469.99
2019-09-01,459.99
2019-09-02,459.99
2019-09-03,459.99
2019-09-07,479.99
2019-09-09,459.99
2019-09-10,479.99
2019-09-11,489.99
2019-09-12,479.99
2019-09-14,469.99
2019-09-15,479.99
2019-09-16,489.99
2019-09-17,479.99
2019-09-23,469.99
2019-09-24,469.99
2019-09-27,479.99
2019-09-28,479.99
2019-09-29,469.99
2019-10-02,479.99
2019-10-04,469.99
2019-10-08,479.99
2019-10-09,469.99
2019-10-10,499.99
2019-10-13,519.99
2019-10-15,499.99
2019-10-17,519.99
2019-10-18,578.98
2019-10-19,499.99
2019-10-20,519.99
2019-10-22,499.99
2019-10-23,479.99
2019-10-24,499.99
2019-10-26,489.99
2019-10-29,499.99
2019-10-30,499.99
2019-10-31,469.99
2019-11-01,439.99
2019-11-02,526.99
2019-11-05,518.48
2019-11-06,399.99
2019-11-08,399.99
2019-12-01,553.71
2019-12-04,399.99
2019-12-06,519.99
2019-12-07,579.99
2019-12-09,439.99
2019-12-10,399.99
2019-12-11,599.99
2019-12-12,579.99
2019-12-13,629.99
2019-12-14,399.99
2019-12-15,629.99
2019-12-18,545.99
2019-12-19,629.99
2019-12-20,399.99
2019-12-21,629.99
2019-12-22,545.99
2019-12-23,559.99
2019-12-24,629.99
2019-12-25,399.99
2019-12-26,639.99
2019-12-27,559.99
2019-12-28,399.99
2019-12-29,629.99
2019-12-30,559.99
2019-12-31,549.99
2020-01-01,399.99
2020-01-02,509.99
2020-01-04,439.99
2020-01-06,399.99
2020-01-07,509.99
2020-01-08,439.99
2020-01-09,399.99
2020-01-10,439.99
2020-01-11,399.99
2020-01-22,419.99
2020-01-25,399.99
2020-01-27,419.99
2020-01-31,419.99
2020-02-01,399.99
2020-03-19,407.99
2020-03-21,399.99
2020-03-22,407.99
2020-03-27,419.99
2020-03-28,409.99
2020-03-29,429.99
2020-04-02,419.99
2020-04-10,407.99
2020-04-11,419.99
2020-04-18,479.99
2020-04-19,489.99
2020-04-21,399.99
2020-04-22,399.99
2020-04-28,409.99
2020-04-29,369.99
2020-04-30,399.99
2020-05-01,359.99
2020-05-02,419.99
2020-05-03,509.99
2020-05-04,399.99
2020-05-08,419.99
2020-05-20,419.06
2020-05-23,419.99
2020-05-24,509.99
2020-05-26,419.99
2020-05-27,399.99
2020-05-30,419.99
2020-06-04,399.99
2020-06-06,419.99
2020-06-07,399.99
2020-06-08,439.99
2020-06-09,419.99
2020-06-13,399.99
2020-06-15,439.99
2020-06-16,419.99
2020-06-17,419.99
2020-06-18,549.99
2020-06-19,439.99
2020-06-22,399.99
2020-06-23,419.99
2020-06-24,399.99
2020-06-26,389.99
2020-06-27,399.99
2020-06-28,429.99
2020-06-30,399.99
2020-07-01,419.99
2020-07-03,419.99
2020-07-04,409.99
2020-07-06,419.99
2020-07-07,399.99
2020-07-20,419.99
2020-07-22,399.99
2020-07-26,417.74
2020-07-27,399.99
2020-07-29,419.99
2020-08-01,399.99
2020-08-04,419.99
2020-08-05,399.99
2020-08-14,399.99
2020-08-15,419.99
2020-08-24,409.99
2020-08-29,399.99
2020-08-30,339.99
2020-08-31,419.99
2020-09-01,419.99
2020-09-02,399.99
2020-09-03,563.01
2020-09-04,419.99
2020-09-06,429.99
2020-09-07,419.99
2020-09-10,399.99
2020-09-11,419.99
2020-09-12,429.99
2020-09-14,419.99
2020-09-15,399.99
2020-09-17,429.99
2020-09-18,419.99
2020-09-19,429.99
2020-09-20,419.99
2020-10-01,399.99
2020-10-02,419.99
2020-10-14,339.99
2020-10-15,419.99
2021-05-13,419.99
2021-05-14,1049.99
2021-05-15,419.99
2021-05-17,1049.99
2021-05-18,419.99
2021-05-19,1029.99
2021-05-20,419.99
2021-05-25,1029.99
2021-06-06,1009.99
2021-06-07,898.99
2021-06-10,864.99
2021-06-18,859.99
2021-06-19,857.99
2021-07-03,797.99
2021-08-28,799.99
2021-11-20,796.94
