date,price
2020-12-03,439.99
2020-12-08,459.99
2020-12-10,439.99
2020-12-12,399.99
2020-12-15,429.99
2020-12-16,399.99
2020-12-17,429.99
2020-12-22,469.99
2020-12-23,459.99
2020-12-24,429.99
2021-01-06,479.99
2021-01-11,609.99
2021-01-12,499.99
2021-01-14,509.99
2021-01-15,579.99
2021-01-16,499.99
2021-01-20,479.99
2021-01-22,489.99
2021-01-27,499.99
2021-01-28,489.99
2021-02-02,509.99
2021-02-04,489.99
2021-02-06,509.99
2021-02-07,539.99
2021-02-13,509.99
2021-02-17,539.99
2021-02-18,509.99
2021-02-23,549.99
2021-03-02,619.99
2021-03-05,609.99
2021-03-06,619.99
2021-03-18,599.99
2021-03-19,509.99
2021-04-09,649.99
2021-04-10,509.99
2021-08-28,895.99
2021-08-29,969.99
2021-08-30,895.99
2021-09-03,859.99
2021-09-05,919.99
2021-09-09,985.98
2021-11-20,899.6
2021-12-17,936.19
2021-12-18,989.99
2021-12-19,983.16
2021-12-21,849.99
2021-12-22,699.99
2021-12-24,849.99
2022-03-18,669.99
2022-03-19,589.99
2022-03-20,669.99
2022-03-30,669.59
2022-03-31,663.9
2022-04-01,663.89
2022-04-02,649.99
2022-04-04,642.79
2022-04-05,633.87
2022-04-06,599.99
2022-04-07,633.87
2022-04-10,599.99
2022-04-13,588.99
2022-04-15,579.99
2022-04-16,549.99
2022-04-17,588.99
2022-04-18,628.99
2022-04-19,588.99
2022-04-22,589.99
2022-04-24,549.99
2022-04-27,569.99
2022-04-29,549.99
2022-05-02,569.99
2022-05-03,599.99
2022-05-05,569.99
2022-05-08,589.99
2022-05-09,549.99
2022-05-10,599.99
2022-05-13,549.99
2022-05-14,599.99
2022-05-19,579.99
2022-05-22,529.99
2022-05-25,588.48
2022-05-26,549.99
2022-05-27,579.99
2022-05-28,599.91
2022-05-29,529.99
2022-06-13,549.99
2022-06-14,529.99
2022-06-15,549.99
2022-06-16,529.99
2022-07-01,519.99
2022-07-05,499.99
2022-07-13,519.99
2022-07-15,490.96
2022-07-16,473.97
2022-07-18,469.99
2022-08-12,445.58
2022-08-19,469.99
2022-08-26,459.99
2022-08-27,436.84
2022-08-30,439.99
2022-09-01,449.99
2022-09-04,469.99
2022-09-05,449.99
2022-09-08,469.99
2022-09-11,449.99
