Product,Timestamp,Dealnumber
Vivo-X27,2019-08-12,17000.0
Vivo-X27,2019-08-12,3459.0
Vivo-X27,2019-08-12,1444.0
Vivo-X27,2019-08-14,17000.0
Vivo-X27,2019-08-14,3585.0
Vivo-X27,2019-08-14,1622.0
Vivo-X27,2019-08-15,17000.0
Vivo-X27,2019-08-15,3450.0
Vivo-X27,2019-08-15,1798.0
Vivo-X27,2019-08-16,17000.0
Vivo-X27,2019-08-16,3263.0
Vivo-X27,2019-08-16,1971.0
Vivo-X27,2019-08-17,17000.0
Vivo-X27,2019-08-17,3336.0
Vivo-X27,2019-08-17,2098.0
Vivo-X27,2019-08-18,17000.0
Vivo-X27,2019-08-18,3793.0
Vivo-X27,2019-08-18,2174.0
Vivo-X27,2019-08-19,17000.0
Vivo-X27,2019-08-19,4204.0
Vivo-X27,2019-08-19,2356.0
Vivo-X27,2019-08-20,16000.0
Vivo-X27,2019-08-20,4490.0
Vivo-X27,2019-08-20,2472.0
Vivo-X27,2019-08-21,16000.0
Vivo-X27,2019-08-21,4842.0
Vivo-X27,2019-08-21,2542.0
Vivo-X27,2019-08-22,8992.0
Vivo-X27,2019-08-22,4776.0
Vivo-X27,2019-08-22,2602.0
Vivo-X27,2019-08-23,8979.0
Vivo-X27,2019-08-23,4711.0
Vivo-X27,2019-08-23,2686.0
Vivo-X27,2019-08-24,8978.0
Vivo-X27,2019-08-24,496.0
Vivo-X27,2019-08-24,2852.0
Vivo-X27,2019-08-26,8835.0
Vivo-X27,2019-08-26,503.0
Vivo-X27,2019-08-26,3037.0
Vivo-X27,2019-08-27,8639.0
Vivo-X27,2019-08-27,503.0
Vivo-X27,2019-08-27,3112.0
Vivo-X27,2019-08-28,8437.0
Vivo-X27,2019-08-28,492.0
Vivo-X27,2019-08-28,3177.0
Vivo-X27,2019-08-29,8361.0
Vivo-X27,2019-08-29,479.0
Vivo-X27,2019-08-29,3218.0
Vivo-X27,2019-08-30,8345.0
Vivo-X27,2019-08-30,474.0
Vivo-X27,2019-08-30,3279.0
Vivo-X27,2019-09-03,7523.0
Vivo-X27,2019-09-03,435.0
Vivo-X27,2019-09-03,3334.0
Vivo-X27,2019-09-04,7302.0
Vivo-X27,2019-09-04,418.0
Vivo-X27,2019-09-04,3332.0
Vivo-X27,2019-09-05,7141.0
Vivo-X27,2019-09-05,408.0
Vivo-X27,2019-09-05,3263.0
Vivo-X27,2019-09-06,15000.0
Vivo-X27,2019-09-06,303.0
Vivo-X27,2019-09-06,50000.0
Vivo-X27,2019-09-08,14000.0
Vivo-X27,2019-09-08,295.0
Vivo-X27,2019-09-08,48000.0
Vivo-X27,2019-09-09,14000.0
Vivo-X27,2019-09-09,296.0
Vivo-X27,2019-09-09,46000.0
小米9,2019-05-27,1286.0
小米9,2019-05-27,22000.0
小米9,2019-05-27,6177.0
小米9,2019-05-28,1305.0
小米9,2019-05-28,22000.0
小米9,2019-05-28,6244.0
小米9,2019-05-30,1307.0
小米9,2019-05-30,21000.0
小米9,2019-05-30,6056.0
小米9,2019-05-31,1300.0
小米9,2019-05-31,20000.0
小米9,2019-05-31,6001.0
小米9,2019-06-01,1299.0
小米9,2019-06-01,18000.0
小米9,2019-06-01,5638.0
小米9,2019-06-02,1358.0
小米9,2019-06-02,19000.0
小米9,2019-06-02,5680.0
小米9,2019-06-03,1388.0
小米9,2019-06-03,19000.0
小米9,2019-06-03,5675.0
小米9,2019-06-04,1393.0
小米9,2019-06-04,18000.0
小米9,2019-06-04,5639.0
小米9,2019-06-05,1388.0
小米9,2019-06-05,17000.0
小米9,2019-06-05,5644.0
小米9,2019-06-06,1406.0
小米9,2019-06-06,17000.0
小米9,2019-06-06,5419.0
小米9,2019-06-07,1399.0
小米9,2019-06-07,17000.0
小米9,2019-06-07,5272.0
小米9,2019-06-08,1414.0
小米9,2019-06-08,17000.0
小米9,2019-06-08,5040.0
小米9,2019-06-09,1436.0
小米9,2019-06-09,17000.0
小米9,2019-06-09,4885.0
小米9,2019-06-10,1468.0
小米9,2019-06-10,17000.0
小米9,2019-06-10,4754.0
小米9,2019-06-11,1512.0
小米9,2019-06-11,17000.0
小米9,2019-06-11,4653.0
小米9,2019-06-12,1517.0
小米9,2019-06-12,17000.0
小米9,2019-06-12,4583.0
小米9,2019-06-13,1531.0
小米9,2019-06-13,17000.0
小米9,2019-06-13,4427.0
小米9,2019-06-15,1539.0
小米9,2019-06-15,16000.0
小米9,2019-06-15,4107.0
小米9,2019-06-16,1564.0
小米9,2019-06-16,16000.0
小米9,2019-06-16,3942.0
小米9,2019-06-17,1724.0
小米9,2019-06-17,18000.0
小米9,2019-06-17,4274.0
小米9,2019-06-18,4.0
小米9,2019-06-18,19000.0
小米9,2019-06-18,4217.0
小米9,2019-06-19,1765.0
小米9,2019-06-19,20000.0
