Product,Timestamp,Dealprice
華為-Mat30Pro,2021-01-05,5299.0
華為-Mat30Pro-5G,2021-01-05,6399.0
Vivo-Nex3,2021-01-05,3998.0
Vivo-Nex3-5G,2021-01-05,3996.0
三星-Note10,2021-01-05,4699.0
三星-Note10-5G,2021-01-05,5799.0
華為-Mate30,2021-01-04,3999.0
華為-Mate30-5G,2021-01-04,4989.0
華為-Mat30Pro,2021-01-04,5299.0
華為-Mat30Pro-5G,2021-01-04,6399.0
Vivo-Nex3,2021-01-04,3998.0
Vivo-Nex3-5G,2021-01-04,3996.0
三星-Note10,2021-01-04,4699.0
三星-Note10-5G,2021-01-04,5799.0
華為-Mate30,2021-01-03,3999.0
華為-Mate30-5G,2021-01-03,4989.0
華為-Mat30Pro,2021-01-03,5299.0
華為-Mat30Pro-5G,2021-01-03,6399.0
Vivo-Nex3,2021-01-03,3998.0
Vivo-Nex3-5G,2021-01-03,3996.0
三星-Note10,2021-01-03,4699.0
三星-Note10-5G,2021-01-03,5799.0
華為-Mate30,2021-01-02,3999.0
華為-Mate30-5G,2021-01-02,4989.0
華為-Mat30Pro,2021-01-02,5299.0
華為-Mat30Pro-5G,2021-01-02,6399.0
Vivo-Nex3,2021-01-02,3998.0
Vivo-Nex3-5G,2021-01-02,3996.0
三星-Note10,2021-01-02,4699.0
三星-Note10-5G,2021-01-02,5799.0
華為-Mate30,2021-01-01,3999.0
華為-Mate30-5G,2021-01-01,4989.0
華為-Mat30Pro,2021-01-01,5299.0
華為-Mat30Pro-5G,2021-01-01,6399.0
Vivo-Nex3,2021-01-01,3998.0
Vivo-Nex3-5G,2021-01-01,3996.0
三星-Note10,2021-01-01,4699.0
三星-Note10-5G,2021-01-01,5799.0
華為-Mate30,2020-12-31,3999.0
華為-Mate30-5G,2020-12-31,4989.0
華為-Mat30Pro,2020-12-31,5299.0
華為-Mat30Pro-5G,2020-12-31,6399.0
Vivo-Nex3,2020-12-31,3998.0
Vivo-Nex3-5G,2020-12-31,3996.0
三星-Note10,2020-12-31,4699.0
三星-Note10-5G,2020-12-31,5799.0
華為-Mate30,2020-12-30,3999.0
華為-Mate30-5G,2020-12-30,4989.0
華為-Mat30Pro,2020-12-30,5299.0
華為-Mat30Pro-5G,2020-12-30,6399.0
Vivo-Nex3,2020-12-30,3998.0
Vivo-Nex3-5G,2020-12-30,3996.0
三星-Note10,2020-12-30,4699.0
三星-Note10-5G,2020-12-30,5799.0
華為-Mate30,2020-12-29,3999.0
華為-Mate30-5G,2020-12-29,4989.0
華為-Mat30Pro,2020-12-29,5299.0
華為-Mat30Pro-5G,2020-12-29,6399.0
Vivo-Nex3,2020-12-29,3998.0
Vivo-Nex3-5G,2020-12-29,3996.0
三星-Note10,2020-12-29,4699.0
三星-Note10-5G,2020-12-29,5799.0
華為-Mate30,2020-12-27,3999.0
華為-Mate30-5G,2020-12-27,4989.0
華為-Mat30Pro,2020-12-27,5299.0
華為-Mat30Pro-5G,2020-12-27,6399.0
Vivo-Nex3,2020-12-27,3998.0
Vivo-Nex3-5G,2020-12-27,3996.0
三星-Note10,2020-12-27,4699.0
三星-Note10-5G,2020-12-27,5799.0
華為-Mate30,2020-12-26,3999.0
華為-Mate30-5G,2020-12-26,4989.0
華為-Mat30Pro,2020-12-26,5299.0
華為-Mat30Pro-5G,2020-12-26,6399.0
Vivo-Nex3,2020-12-26,3998.0
Vivo-Nex3-5G,2020-12-26,3996.0
三星-Note10,2020-12-26,4699.0
三星-Note10-5G,2020-12-26,5799.0
華為-Mate30,2020-12-25,3999.0
華為-Mate30-5G,2020-12-25,4989.0
華為-Mat30Pro,2020-12-25,5299.0
華為-Mat30Pro-5G,2020-12-25,6399.0
Vivo-Nex3,2020-12-25,3998.0
Vivo-Nex3-5G,2020-12-25,3996.0
三星-Note10,2020-12-25,4699.0
三星-Note10-5G,2020-12-25,5799.0
華為-Mate30,2020-12-24,3999.0
華為-Mate30-5G,2020-12-24,4989.0
華為-Mat30Pro,2020-12-24,5299.0
華為-Mat30Pro-5G,2020-12-24,6399.0
Vivo-Nex3,2020-12-24,3998.0
Vivo-Nex3-5G,2020-12-24,3996.0
三星-Note10,2020-12-24,4699.0
三星-Note10-5G,2020-12-24,5799.0
華為-Mate30,2020-12-23,3999.0
華為-Mate30-5G,2020-12-23,4989.0
華為-Mat30Pro,2020-12-23,5299.0
華為-Mat30Pro-5G,2020-12-23,6399.0
Vivo-Nex3,2020-12-23,3998.0
Vivo-Nex3-5G,2020-12-23,3996.0
三星-Note10,2020-12-23,4699.0
三星-Note10-5G,2020-12-23,5799.0
華為-Mate30,2020-12-22,3999.0
華為-Mate30-5G,2020-12-22,4989.0
華為-Mat30Pro,2020-12-22,5299.0
華為-Mat30Pro-5G,2020-12-22,6399.0
Vivo-Nex3,2020-12-22,3998.0
Vivo-Nex3-5G,2020-12-22,3996.0
三星-Note10,2020-12-22,4699.0
三星-Note10-5G,2020-12-22,5799.0
華為-Mate30,2020-12-21,3999.0
華為-Mate30-5G,2020-12-21,4989.0
華為-Mat30Pro,2020-12-21,5299.0
華為-Mat30Pro-5G,2020-12-21,6399.0
Vivo-Nex3,2020-12-21,3998.0
Vivo-Nex3-5G,2020-12-21,3996.0
三星-Note10,2020-12-21,4699.0
三星-Note10-5G,2020-12-21,5799.0
華為-Mate30,2020-12-20,3999.0
華為-Mate30-5G,2020-12-20,4989.0
華為-Mat30Pro,2020-12-20,5299.0
華為-Mat30Pro-5G,2020-12-20,6399.0
Vivo-Nex3,2020-12-20,3998.0
Vivo-Nex3-5G,2020-12-20,3996.0
三星-Note10,2020-12-20,4699.0
三星-Note10-5G,2020-12-20,5799.0
華為-Mate30,2020-12-19,3999.0
華為-Mate30-5G,2020-12-19,4989.0
華為-Mat30Pro,2020-12-19,5299.0
華為-Mat30Pro-5G,2020-12-19,6399.0
Vivo-Nex3,2020-12-19,3998.0
Vivo-Nex3-5G,2020-12-19,3996.0
三星-Note10,2020-12-19,4699.0
三星-Note10-5G,2020-12-19,5799.0
華為-Mate30,2020-12-18,3999.0
華為-Mate30-5G,2020-12-18,4989.0
華為-Mat30Pro,2020-12-18,5299.0
華為-Mat30Pro-5G,2020-12-18,6399.0
Vivo-Nex3,2020-12-18,3998.0
Vivo-Nex3-5G,2020-12-18,3996.0
三星-Note10,2020-12-18,4699.0
三星-Note10-5G,2020-12-18,5799.0
華為-Mate30,2020-12-17,3999.0
華為-Mate30-5G,2020-12-17,4989.0
華為-Mat30Pro,2020-12-17,5299.0
華為-Mat30Pro-5G,2020-12-17,6399.0
Vivo-Nex3,2020-12-17,3998.0
Vivo-Nex3-5G,2020-12-17,3996.0
三星-Note10,2020-12-17,4699.0
三星-Note10-5G,2020-12-17,5799.0
華為-Mate30,2020-12-16,3999.0
華為-Mate30-5G,2020-12-16,4989.0
華為-Mat30Pro,2020-12-16,5299.0
華為-Mat30Pro-5G,2020-12-16,6399.0
Vivo-Nex3,2020-12-16,3998.0
Vivo-Nex3-5G,2020-12-16,3996.0
三星-Note10,2020-12-16,4699.0
三星-Note10-5G,2020-12-16,5799.0
華為-Mate30,2020-12-15,3999.0
華為-Mate30-5G,2020-12-15,4989.0
華為-Mat30Pro,2020-12-15,5299.0
華為-Mat30Pro-5G,2020-12-15,6399.0
Vivo-Nex3,2020-12-15,3998.0
Vivo-Nex3-5G,2020-12-15,3996.0
三星-Note10,2020-12-15,4699.0
三星-Note10-5G,2020-12-15,5799.0
華為-Mate30,2020-12-14,3999.0
華為-Mate30-5G,2020-12-14,4989.0
華為-Mat30Pro,2020-12-14,5299.0
華為-Mat30Pro-5G,2020-12-14,6399.0
Vivo-Nex3,2020-12-14,3998.0
Vivo-Nex3-5G,2020-12-14,3996.0
三星-Note10,2020-12-14,4699.0
三星-Note10-5G,2020-12-14,5799.0
華為-Mate30,2020-12-13,3999.0
華為-Mate30-5G,2020-12-13,4989.0
華為-Mat30Pro,2020-12-13,5299.0
華為-Mat30Pro-5G,2020-12-13,6399.0
Vivo-Nex3,2020-12-13,3998.0
Vivo-Nex3-5G,2020-12-13,3996.0
三星-Note10,2020-12-13,4699.0
三星-Note10-5G,2020-12-13,5799.0
華為-Mate30,2020-12-12,3999.0
華為-Mate30-5G,2020-12-12,4989.0
華為-Mat30Pro,2020-12-12,5299.0
華為-Mat30Pro-5G,2020-12-12,6399.0
Vivo-Nex3,2020-12-12,3998.0
Vivo-Nex3-5G,2020-12-12,3996.0
三星-Note10,2020-12-12,4699.0
三星-Note10-5G,2020-12-12,5799.0
華為-Mate30,2020-12-10,3999.0
華為-Mate30-5G,2020-12-10,4989.0
華為-Mat30Pro,2020-12-10,5299.0
華為-Mat30Pro-5G,2020-12-10,6399.0
Vivo-Nex3,2020-12-10,3998.0
Vivo-Nex3-5G,2020-12-10,3996.0
三星-Note10,2020-12-10,4699.0
三星-Note10-5G,2020-12-10,5999.0
華為-Mate30,2020-12-09,3999.0
華為-Mate30-5G,2020-12-09,4989.0
華為-Mat30Pro,2020-12-09,5299.0
華為-Mat30Pro-5G,2020-12-09,6399.0
Vivo-Nex3,2020-12-09,3998.0
Vivo-Nex3-5G,2020-12-09,3996.0
三星-Note10,2020-12-09,4699.0
三星-Note10-5G,2020-12-09,5999.0
華為-Mate30,2020-12-08,3999.0
華為-Mate30-5G,2020-12-08,4989.0
華為-Mat30Pro,2020-12-08,5299.0
華為-Mat30Pro-5G,2020-12-08,6399.0
Vivo-Nex3,2020-12-08,3998.0
Vivo-Nex3-5G,2020-12-08,3996.0
三星-Note10,2020-12-08,4699.0
三星-Note10-5G,2020-12-08,5999.0
華為-Mate30,2020-12-07,3999.0
華為-Mate30-5G,2020-12-07,4989.0
華為-Mat30Pro,2020-12-07,5299.0
華為-Mat30Pro-5G,2020-12-07,6399.0
Vivo-Nex3,2020-12-07,3998.0
Vivo-Nex3-5G,2020-12-07,3996.0
三星-Note10,2020-12-07,4699.0
三星-Note10-5G,2020-12-07,5999.0
華為-Mate30,2020-12-06,3999.0
華為-Mate30-5G,2020-12-06,4989.0
華為-Mat30Pro,2020-12-06,5299.0
華為-Mat30Pro-5G,2020-12-06,6399.0
Vivo-Nex3,2020-12-06,3998.0
Vivo-Nex3-5G,2020-12-06,3996.0
三星-Note10,2020-12-06,4699.0
三星-Note10-5G,2020-12-06,5999.0
華為-Mate30,2020-12-05,3999.0
華為-Mate30-5G,2020-12-05,4989.0
華為-Mat30Pro,2020-12-05,5299.0
華為-Mat30Pro-5G,2020-12-05,6399.0
Vivo-Nex3,2020-12-05,3998.0
Vivo-Nex3-5G,2020-12-05,3996.0
三星-Note10,2020-12-05,4699.0
三星-Note10-5G,2020-12-05,5999.0
華為-Mate30,2020-12-04,3999.0
華為-Mate30-5G,2020-12-04,4989.0
華為-Mat30Pro,2020-12-04,5299.0
華為-Mat30Pro-5G,2020-12-04,6399.0
Vivo-Nex3,2020-12-04,3998.0
Vivo-Nex3-5G,2020-12-04,3996.0
三星-Note10,2020-12-04,4699.0
三星-Note10-5G,2020-12-04,5999.0
華為-Mate30,2020-12-03,3999.0
華為-Mate30-5G,2020-12-03,4989.0
華為-Mat30Pro,2020-12-03,5299.0
華為-Mat30Pro-5G,2020-12-03,6399.0
Vivo-Nex3,2020-12-03,3998.0
Vivo-Nex3-5G,2020-12-03,3996.0
三星-Note10,2020-12-03,4699.0
三星-Note10-5G,2020-12-03,5999.0
華為-Mate30,2020-12-02,3999.0
華為-Mate30-5G,2020-12-02,4989.0
華為-Mat30Pro,2020-12-02,5299.0
華為-Mat30Pro-5G,2020-12-02,6399.0
Vivo-Nex3,2020-12-02,3998.0
Vivo-Nex3-5G,2020-12-02,3996.0
三星-Note10,2020-12-02,4699.0
三星-Note10-5G,2020-12-02,5999.0
華為-Mate30,2020-12-01,3999.0
華為-Mate30-5G,2020-12-01,4989.0
華為-Mat30Pro,2020-12-01,5299.0
華為-Mat30Pro-5G,2020-12-01,6399.0
Vivo-Nex3,2020-12-01,3998.0
Vivo-Nex3-5G,2020-12-01,3996.0
三星-Note10,2020-12-01,4699.0
三星-Note10-5G,2020-12-01,5999.0
華為-Mate30,2020-11-30,3999.0
華為-Mate30-5G,2020-11-30,4989.0
華為-Mat30Pro,2020-11-30,5299.0
華為-Mat30Pro-5G,2020-11-30,6399.0
Vivo-Nex3,2020-11-30,3998.0
Vivo-Nex3-5G,2020-11-30,3996.0
三星-Note10,2020-11-30,4699.0
三星-Note10-5G,2020-11-30,5999.0
華為-Mate30,2020-11-29,3999.0
華為-Mate30-5G,2020-11-29,4989.0
華為-Mat30Pro,2020-11-29,5299.0
華為-Mat30Pro-5G,2020-11-29,6399.0
Vivo-Nex3,2020-11-29,3998.0
Vivo-Nex3-5G,2020-11-29,3996.0
三星-Note10,2020-11-29,4699.0
三星-Note10-5G,2020-11-29,5999.0
華為-Mate30,2020-11-27,3999.0
華為-Mate30-5G,2020-11-27,4989.0
華為-Mat30Pro,2020-11-27,5299.0
華為-Mat30Pro-5G,2020-11-27,6399.0
Vivo-Nex3,2020-11-27,3998.0
Vivo-Nex3-5G,2020-11-27,4598.0
三星-Note10,2020-11-27,4699.0
三星-Note10-5G,2020-11-27,5999.0
華為-Mate30,2020-11-26,3999.0
華為-Mate30-5G,2020-11-26,4989.0
華為-Mat30Pro,2020-11-26,5299.0
華為-Mat30Pro-5G,2020-11-26,6399.0
Vivo-Nex3,2020-11-26,3998.0
Vivo-Nex3-5G,2020-11-26,4598.0
三星-Note10,2020-11-26,4699.0
三星-Note10-5G,2020-11-26,5999.0
華為-Mate30,2020-11-25,4099.0
華為-Mate30-5G,2020-11-25,4499.0
華為-Mat30Pro,2020-11-25,5499.0
華為-Mat30Pro-5G,2020-11-25,6399.0
Vivo-Nex3,2020-11-25,3998.0
Vivo-Nex3-5G,2020-11-25,4598.0
三星-Note10,2020-11-25,4699.0
三星-Note10-5G,2020-11-25,5999.0
華為-Mate30,2020-11-24,4099.0
華為-Mate30-5G,2020-11-24,4499.0
華為-Mat30Pro,2020-11-24,5499.0
華為-Mat30Pro-5G,2020-11-24,6399.0
Vivo-Nex3,2020-11-24,3998.0
Vivo-Nex3-5G,2020-11-24,4598.0
三星-Note10,2020-11-24,4699.0
三星-Note10-5G,2020-11-24,5999.0
華為-Mate30,2020-11-23,4099.0
華為-Mate30-5G,2020-11-23,4499.0
華為-Mat30Pro,2020-11-23,5499.0
華為-Mat30Pro-5G,2020-11-23,6399.0
Vivo-Nex3,2020-11-23,3998.0
Vivo-Nex3-5G,2020-11-23,4598.0
三星-Note10,2020-11-23,4699.0
三星-Note10-5G,2020-11-23,5999.0
華為-Mate30,2020-11-22,4099.0
華為-Mate30-5G,2020-11-22,4499.0
華為-Mat30Pro,2020-11-22,5499.0
華為-Mat30Pro-5G,2020-11-22,6399.0
Vivo-Nex3,2020-11-22,3998.0
Vivo-Nex3-5G,2020-11-22,4598.0
三星-Note10,2020-11-22,4699.0
三星-Note10-5G,2020-11-22,5999.0
華為-Mate30,2020-11-21,4099.0
華為-Mate30-5G,2020-11-21,4499.0
華為-Mat30Pro,2020-11-21,5499.0
華為-Mat30Pro-5G,2020-11-21,6399.0
Vivo-Nex3,2020-11-21,3998.0
Vivo-Nex3-5G,2020-11-21,4598.0
三星-Note10,2020-11-21,4699.0
三星-Note10-5G,2020-11-21,5999.0
華為-Mate30,2020-11-20,4099.0
華為-Mate30-5G,2020-11-20,4499.0
華為-Mat30Pro,2020-11-20,5499.0
華為-Mat30Pro-5G,2020-11-20,6399.0
Vivo-Nex3,2020-11-20,3998.0
Vivo-Nex3-5G,2020-11-20,4598.0
三星-Note10,2020-11-20,4699.0
三星-Note10-5G,2020-11-20,5999.0
華為-Mate30,2020-11-19,4099.0
華為-Mate30-5G,2020-11-19,4499.0
華為-Mat30Pro,2020-11-19,5499.0
華為-Mat30Pro-5G,2020-11-19,6399.0
Vivo-Nex3,2020-11-19,3998.0
Vivo-Nex3-5G,2020-11-19,4598.0
三星-Note10,2020-11-19,4699.0
三星-Note10-5G,2020-11-19,5999.0
華為-Mate30,2020-11-18,4099.0
華為-Mate30-5G,2020-11-18,4499.0
華為-Mat30Pro,2020-11-18,5499.0
華為-Mat30Pro-5G,2020-11-18,6399.0
Vivo-Nex3,2020-11-18,3998.0
Vivo-Nex3-5G,2020-11-18,4598.0
三星-Note10,2020-11-18,4699.0
三星-Note10-5G,2020-11-18,5999.0
華為-Mate30,2020-11-17,4099.0
華為-Mate30-5G,2020-11-17,4499.0
華為-Mat30Pro,2020-11-17,5499.0
華為-Mat30Pro-5G,2020-11-17,6399.0
Vivo-Nex3,2020-11-17,3998.0
Vivo-Nex3-5G,2020-11-17,4598.0
三星-Note10,2020-11-17,4699.0
三星-Note10-5G,2020-11-17,5999.0
華為-Mate30,2020-11-16,4099.0
華為-Mate30-5G,2020-11-16,4499.0
華為-Mat30Pro,2020-11-16,5499.0
華為-Mat30Pro-5G,2020-11-16,6399.0
Vivo-Nex3,2020-11-16,3998.0
Vivo-Nex3-5G,2020-11-16,4598.0
三星-Note10,2020-11-16,4699.0
三星-Note10-5G,2020-11-16,5999.0
華為-Mate30,2020-11-15,4099.0
華為-Mate30-5G,2020-11-15,4499.0
華為-Mat30Pro,2020-11-15,5499.0
華為-Mat30Pro-5G,2020-11-15,6399.0
Vivo-Nex3,2020-11-15,3998.0
Vivo-Nex3-5G,2020-11-15,4598.0
三星-Note10,2020-11-15,4699.0
三星-Note10-5G,2020-11-15,5999.0
華為-Mate30,2020-11-14,4099.0
華為-Mate30-5G,2020-11-14,4499.0
華為-Mat30Pro,2020-11-14,5499.0
華為-Mat30Pro-5G,2020-11-14,6399.0
Vivo-Nex3,2020-11-14,3998.0
Vivo-Nex3-5G,2020-11-14,4598.0
三星-Note10,2020-11-14,4699.0
三星-Note10-5G,2020-11-14,5999.0
華為-Mate30,2020-11-13,4099.0
華為-Mate30-5G,2020-11-13,4499.0
華為-Mat30Pro,2020-11-13,5499.0
華為-Mat30Pro-5G,2020-11-13,6399.0
Vivo-Nex3,2020-11-13,3998.0
Vivo-Nex3-5G,2020-11-13,4598.0
三星-Note10,2020-11-13,4699.0
三星-Note10-5G,2020-11-13,5999.0
華為-Mate30,2020-11-12,4099.0
華為-Mate30-5G,2020-11-12,4499.0
華為-Mat30Pro,2020-11-12,5499.0
華為-Mat30Pro-5G,2020-11-12,6399.0
Vivo-Nex3,2020-11-12,3998.0
Vivo-Nex3-5G,2020-11-12,4598.0
三星-Note10,2020-11-12,4699.0
三星-Note10-5G,2020-11-12,5999.0
華為-Mate30,2020-11-11,4099.0
華為-Mate30-5G,2020-11-11,4499.0
華為-Mat30Pro,2020-11-11,5499.0
華為-Mat30Pro-5G,2020-11-11,6399.0
Vivo-Nex3,2020-11-11,3998.0
Vivo-Nex3-5G,2020-11-11,4598.0
三星-Note10,2020-11-11,4699.0
三星-Note10-5G,2020-11-11,5999.0
華為-Mate30,2020-11-10,4099.0
華為-Mate30-5G,2020-11-10,4499.0
華為-Mat30Pro,2020-11-10,5499.0
華為-Mat30Pro-5G,2020-11-10,6399.0
Vivo-Nex3,2020-11-10,3998.0
Vivo-Nex3-5G,2020-11-10,4598.0
三星-Note10,2020-11-10,4699.0
三星-Note10-5G,2020-11-10,5999.0
華為-Mate30,2020-11-09,4099.0
華為-Mate30-5G,2020-11-09,4499.0
華為-Mat30Pro,2020-11-09,5499.0
華為-Mat30Pro-5G,2020-11-09,6399.0
Vivo-Nex3,2020-11-09,3998.0
Vivo-Nex3-5G,2020-11-09,4598.0
三星-Note10,2020-11-09,4699.0
三星-Note10-5G,2020-11-09,5999.0
華為-Mate30,2020-11-08,4099.0
華為-Mate30-5G,2020-11-08,4499.0
華為-Mat30Pro,2020-11-08,5499.0
華為-Mat30Pro-5G,2020-11-08,6399.0
Vivo-Nex3,2020-11-08,3998.0
Vivo-Nex3-5G,2020-11-08,4598.0
三星-Note10,2020-11-08,4699.0
三星-Note10-5G,2020-11-08,5999.0
華為-Mate30,2020-11-05,4099.0
華為-Mate30-5G,2020-11-05,4499.0
華為-Mat30Pro,2020-11-05,5499.0
華為-Mat30Pro-5G,2020-11-05,6399.0
Vivo-Nex3,2020-11-05,3998.0
Vivo-Nex3-5G,2020-11-05,4598.0
三星-Note10,2020-11-05,4699.0
三星-Note10-5G,2020-11-05,5999.0
華為-Mate30,2020-11-04,4099.0
華為-Mate30-5G,2020-11-04,4499.0
華為-Mat30Pro,2020-11-04,5499.0
華為-Mat30Pro-5G,2020-11-04,6399.0
Vivo-Nex3,2020-11-04,3998.0
Vivo-Nex3-5G,2020-11-04,4598.0
三星-Note10,2020-11-04,4699.0
三星-Note10-5G,2020-11-04,5999.0
華為-Mate30,2020-11-03,4099.0
華為-Mate30-5G,2020-11-03,4499.0
華為-Mat30Pro,2020-11-03,5499.0
華為-Mat30Pro-5G,2020-11-03,6399.0
Vivo-Nex3,2020-11-03,3998.0
Vivo-Nex3-5G,2020-11-03,4598.0
三星-Note10,2020-11-03,4699.0
三星-Note10-5G,2020-11-03,5999.0
華為-Mate30,2020-11-02,4099.0
華為-Mate30-5G,2020-11-02,4499.0
華為-Mat30Pro,2020-11-02,5499.0
華為-Mat30Pro-5G,2020-11-02,6399.0
Vivo-Nex3,2020-11-02,3998.0
Vivo-Nex3-5G,2020-11-02,4598.0
三星-Note10,2020-11-02,4199.0
三星-Note10-5G,2020-11-02,5999.0
華為-Mate30,2020-11-01,4099.0
華為-Mate30-5G,2020-11-01,4499.0
華為-Mat30Pro,2020-11-01,5499.0
華為-Mat30Pro-5G,2020-11-01,6399.0
Vivo-Nex3,2020-11-01,3998.0
Vivo-Nex3-5G,2020-11-01,4598.0
三星-Note10,2020-11-01,4199.0
三星-Note10-5G,2020-11-01,5999.0
華為-Mate30,2020-10-31,4099.0
華為-Mate30-5G,2020-10-31,4499.0
華為-Mat30Pro,2020-10-31,5499.0
華為-Mat30Pro-5G,2020-10-31,6399.0
Vivo-Nex3,2020-10-31,3998.0
Vivo-Nex3-5G,2020-10-31,4598.0
三星-Note10,2020-10-31,4199.0
三星-Note10-5G,2020-10-31,5999.0
華為-Mate30,2020-10-30,4099.0
華為-Mate30-5G,2020-10-30,4499.0
華為-Mat30Pro,2020-10-30,5499.0
華為-Mat30Pro-5G,2020-10-30,6399.0
Vivo-Nex3,2020-10-30,3998.0
Vivo-Nex3-5G,2020-10-30,4598.0
三星-Note10,2020-10-30,4199.0
三星-Note10-5G,2020-10-30,5999.0
華為-Mate30,2020-10-29,3599.0
華為-Mate30-5G,2020-10-29,4499.0
華為-Mat30Pro,2020-10-29,5499.0
華為-Mat30Pro-5G,2020-10-29,6399.0
Vivo-Nex3,2020-10-29,3998.0
Vivo-Nex3-5G,2020-10-29,4598.0
三星-Note10,2020-10-29,4199.0
三星-Note10-5G,2020-10-29,6099.0
華為-Mate30,2020-10-28,3599.0
華為-Mate30-5G,2020-10-28,4499.0
華為-Mat30Pro,2020-10-28,5499.0
華為-Mat30Pro-5G,2020-10-28,6399.0
Vivo-Nex3,2020-10-28,3998.0
Vivo-Nex3-5G,2020-10-28,4598.0
三星-Note10,2020-10-28,4199.0
三星-Note10-5G,2020-10-28,6099.0
華為-Mate30,2020-10-27,3599.0
華為-Mate30-5G,2020-10-27,4499.0
華為-Mat30Pro,2020-10-27,5499.0
華為-Mat30Pro-5G,2020-10-27,6399.0
Vivo-Nex3,2020-10-27,3998.0
Vivo-Nex3-5G,2020-10-27,4598.0
三星-Note10,2020-10-27,4199.0
三星-Note10-5G,2020-10-27,6099.0
華為-Mate30,2020-10-26,3599.0
華為-Mate30-5G,2020-10-26,4499.0
華為-Mat30Pro,2020-10-26,5499.0
華為-Mat30Pro-5G,2020-10-26,6399.0
Vivo-Nex3,2020-10-26,3998.0
Vivo-Nex3-5G,2020-10-26,4598.0
三星-Note10,2020-10-26,4199.0
三星-Note10-5G,2020-10-26,6099.0
華為-Mate30,2020-10-25,3599.0
華為-Mate30-5G,2020-10-25,4499.0
華為-Mat30Pro,2020-10-25,5499.0
華為-Mat30Pro-5G,2020-10-25,6399.0
Vivo-Nex3,2020-10-25,3998.0
Vivo-Nex3-5G,2020-10-25,4598.0
三星-Note10,2020-10-25,4199.0
三星-Note10-5G,2020-10-25,6099.0
華為-Mate30,2020-10-24,3599.0
華為-Mate30-5G,2020-10-24,4499.0
華為-Mat30Pro,2020-10-24,5499.0
華為-Mat30Pro-5G,2020-10-24,6399.0
Vivo-Nex3,2020-10-24,3998.0
Vivo-Nex3-5G,2020-10-24,4598.0
三星-Note10,2020-10-24,4199.0
三星-Note10-5G,2020-10-24,6099.0
華為-Mate30,2020-10-23,3599.0
華為-Mate30-5G,2020-10-23,4499.0
華為-Mat30Pro,2020-10-23,5499.0
華為-Mat30Pro-5G,2020-10-23,6399.0
Vivo-Nex3,2020-10-23,3998.0
Vivo-Nex3-5G,2020-10-23,4598.0
三星-Note10,2020-10-23,4199.0
三星-Note10-5G,2020-10-23,6099.0
華為-Mate30,2020-10-22,3599.0
華為-Mate30-5G,2020-10-22,4499.0
華為-Mat30Pro,2020-10-22,5499.0
華為-Mat30Pro-5G,2020-10-22,6399.0
Vivo-Nex3,2020-10-22,3998.0
Vivo-Nex3-5G,2020-10-22,4598.0
三星-Note10,2020-10-22,4199.0
三星-Note10-5G,2020-10-22,6099.0
華為-Mate30,2020-10-21,3599.0
華為-Mate30-5G,2020-10-21,4499.0
華為-Mat30Pro,2020-10-21,5499.0
華為-Mat30Pro-5G,2020-10-21,6399.0
Vivo-Nex3,2020-10-21,3998.0
Vivo-Nex3-5G,2020-10-21,4598.0
三星-Note10,2020-10-21,4199.0
三星-Note10-5G,2020-10-21,6099.0
華為-Mate30,2020-10-20,3599.0
華為-Mate30-5G,2020-10-20,4499.0
華為-Mat30Pro,2020-10-20,5499.0
華為-Mat30Pro-5G,2020-10-20,6399.0
Vivo-Nex3,2020-10-20,3998.0
Vivo-Nex3-5G,2020-10-20,4598.0
三星-Note10,2020-10-20,4199.0
三星-Note10-5G,2020-10-20,6099.0
華為-Mate30,2020-10-19,3599.0
華為-Mate30-5G,2020-10-19,4499.0
華為-Mat30Pro,2020-10-19,5499.0
華為-Mat30Pro-5G,2020-10-19,6399.0
Vivo-Nex3,2020-10-19,3998.0
Vivo-Nex3-5G,2020-10-19,4598.0
三星-Note10,2020-10-19,4199.0
三星-Note10-5G,2020-10-19,6099.0
華為-Mate30,2020-10-17,3599.0
華為-Mate30-5G,2020-10-17,4499.0
華為-Mat30Pro,2020-10-17,5499.0
華為-Mat30Pro-5G,2020-10-17,6399.0
Vivo-Nex3,2020-10-17,3998.0
Vivo-Nex3-5G,2020-10-17,4598.0
三星-Note10,2020-10-17,4199.0
三星-Note10-5G,2020-10-17,6099.0
華為-Mate30,2020-10-16,3599.0
華為-Mate30-5G,2020-10-16,4499.0
華為-Mat30Pro,2020-10-16,5499.0
華為-Mat30Pro-5G,2020-10-16,6399.0
Vivo-Nex3,2020-10-16,3998.0
Vivo-Nex3-5G,2020-10-16,4598.0
三星-Note10,2020-10-16,4199.0
三星-Note10-5G,2020-10-16,6099.0
華為-Mate30,2020-10-14,3599.0
華為-Mate30-5G,2020-10-14,4499.0
華為-Mat30Pro,2020-10-14,5499.0
華為-Mat30Pro-5G,2020-10-14,6399.0
Vivo-Nex3,2020-10-14,3998.0
Vivo-Nex3-5G,2020-10-14,4598.0
三星-Note10,2020-10-14,4199.0
三星-Note10-5G,2020-10-14,6099.0
華為-Mate30,2020-10-13,3599.0
華為-Mate30-5G,2020-10-13,4499.0
華為-Mat30Pro,2020-10-13,5499.0
華為-Mat30Pro-5G,2020-10-13,6399.0
Vivo-Nex3,2020-10-13,3998.0
Vivo-Nex3-5G,2020-10-13,4598.0
三星-Note10,2020-10-13,4199.0
