Product,Shopname,Dealprice,Dealnumber,Timestamp
Vivo-Nex3,蘇寧易購官方旗艦店,4498,329,2019-11-30
華為-Mate30,蘇寧易購官方旗艦店,4299,8501,2019-11-30
三星-Note10,蘇寧易購官方旗艦店,6599,150,2019-11-30
三星-Note10-5G,蘇寧易購官方旗艦店,7999,873,2019-11-30
華為-Mate30,三際數碼官方旗艦店,4299,1342,2019-11-30
華為-Mate30Pro,三際數碼官方旗艦店,5799,1331,2019-11-30
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-30
三星-Note10-5G,三際數碼官方旗艦店,7999,234,2019-11-30
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8666,2019-11-29
Vivo-Nex3,Vivo官方旗艦店,4498,1422,2019-11-29
華為-Mate30,華為官方旗艦店,4299,59000,2019-11-29
華為-Mate30Pro,華為官方旗艦店,5799,69000,2019-11-29
三星-Note10,三星官方旗艦店,6599,996,2019-11-29
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-29
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1021,2019-11-29
Vivo-Nex3,蘇寧易購官方旗艦店,4498,327,2019-11-29
華為-Mate30,蘇寧易購官方旗艦店,4299,8419,2019-11-29
三星-Note10,蘇寧易購官方旗艦店,6599,150,2019-11-29
三星-Note10-5G,蘇寧易購官方旗艦店,7999,865,2019-11-29
華為-Mate30,三際數碼官方旗艦店,4299,1337,2019-11-29
華為-Mate30Pro,三際數碼官方旗艦店,5799,1325,2019-11-29
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-29
三星-Note10-5G,三際數碼官方旗艦店,7999,233,2019-11-29
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8633,2019-11-28
Vivo-Nex3,Vivo官方旗艦店,4498,1408,2019-11-28
華為-Mate30,華為官方旗艦店,4299,59000,2019-11-28
華為-Mate30Pro,華為官方旗艦店,5799,69000,2019-11-28
三星-Note10,三星官方旗艦店,6599,983,2019-11-28
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-28
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,1001,2019-11-28
Vivo-Nex3,蘇寧易購官方旗艦店,4498,325,2019-11-28
華為-Mate30,蘇寧易購官方旗艦店,4299,8349,2019-11-28
三星-Note10,蘇寧易購官方旗艦店,6599,147,2019-11-28
三星-Note10-5G,蘇寧易購官方旗艦店,7999,853,2019-11-28
華為-Mate30,三際數碼官方旗艦店,4299,1330,2019-11-28
華為-Mate30Pro,三際數碼官方旗艦店,5799,1316,2019-11-28
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-28
三星-Note10-5G,三際數碼官方旗艦店,7999,232,2019-11-28
Vivo-Nex3-5G,Vivo官方旗艦店,5698,8618,2019-11-27
Vivo-Nex3,Vivo官方旗艦店,4498,1403,2019-11-27
華為-Mate30,華為官方旗艦店,4299,59000,2019-11-27
華為-Mate30Pro,華為官方旗艦店,5799,69000,2019-11-27
三星-Note10,三星官方旗艦店,6599,977,2019-11-27
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-27
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,983,2019-11-27
Vivo-Nex3,蘇寧易購官方旗艦店,4498,323,2019-11-27
華為-Mate30,蘇寧易購官方旗艦店,4299,8278,2019-11-27
三星-Note10,蘇寧易購官方旗艦店,6599,147,2019-11-27
三星-Note10-5G,蘇寧易購官方旗艦店,7999,842,2019-11-27
華為-Mate30,三際數碼官方旗艦店,4299,1318,2019-11-27
華為-Mate30Pro,三際數碼官方旗艦店,5799,1305,2019-11-27
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-27
三星-Note10-5G,三際數碼官方旗艦店,7999,232,2019-11-27
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8587,2019-11-26
Vivo-Nex3,Vivo官方旗艦店,4498,1399,2019-11-26
華為-Mate30,華為官方旗艦店,4299,58000,2019-11-26
華為-Mate30Pro,華為官方旗艦店,5799,68000,2019-11-26
三星-Note10,三星官方旗艦店,6599,962,2019-11-26
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-26
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,965,2019-11-26
Vivo-Nex3,蘇寧易購官方旗艦店,4498,321,2019-11-26
華為-Mate30,蘇寧易購官方旗艦店,4299,8185,2019-11-26
三星-Note10,蘇寧易購官方旗艦店,6599,147,2019-11-26
三星-Note10-5G,蘇寧易購官方旗艦店,7999,832,2019-11-26
華為-Mate30,三際數碼官方旗艦店,4299,1302,2019-11-26
華為-Mate30Pro,三際數碼官方旗艦店,5799,1290,2019-11-26
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-26
三星-Note10-5G,三際數碼官方旗艦店,7999,230,2019-11-26
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8544,2019-11-25
Vivo-Nex3,Vivo官方旗艦店,4498,1388,2019-11-25
華為-Mate30,華為官方旗艦店,4299,58000,2019-11-25
華為-Mate30Pro,華為官方旗艦店,5799,68000,2019-11-25
三星-Note10,三星官方旗艦店,6599,959,2019-11-25
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-25
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,964,2019-11-25
Vivo-Nex3,蘇寧易購官方旗艦店,4498,320,2019-11-25
華為-Mate30,蘇寧易購官方旗艦店,4299,8106,2019-11-25
三星-Note10,蘇寧易購官方旗艦店,6599,142,2019-11-25
三星-Note10-5G,蘇寧易購官方旗艦店,7999,827,2019-11-25
華為-Mate30,三際數碼官方旗艦店,4299,1287,2019-11-25
華為-Mate30Pro,三際數碼官方旗艦店,5799,1278,2019-11-25
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-25
三星-Note10-5G,三際數碼官方旗艦店,7999,227,2019-11-25
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8495,2019-11-24
Vivo-Nex3,Vivo官方旗艦店,4498,1383,2019-11-24
華為-Mate30,華為官方旗艦店,4299,57000,2019-11-24
華為-Mate30Pro,華為官方旗艦店,5799,68000,2019-11-24
三星-Note10,三星官方旗艦店,6599,953,2019-11-24
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-24
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,958,2019-11-24
Vivo-Nex3,蘇寧易購官方旗艦店,4498,319,2019-11-24
華為-Mate30,蘇寧易購官方旗艦店,4299,8065,2019-11-24
三星-Note10,蘇寧易購官方旗艦店,6599,142,2019-11-24
三星-Note10-5G,蘇寧易購官方旗艦店,7999,820,2019-11-24
華為-Mate30,三際數碼官方旗艦店,4299,1284,2019-11-24
華為-Mate30Pro,三際數碼官方旗艦店,5799,1276,2019-11-24
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-24
三星-Note10-5G,三際數碼官方旗艦店,7999,226,2019-11-24
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8470,2019-11-23
Vivo-Nex3,Vivo官方旗艦店,4498,1377,2019-11-23
華為-Mate30,華為官方旗艦店,4299,57000,2019-11-23
華為-Mate30Pro,華為官方旗艦店,5799,68000,2019-11-23
三星-Note10,三星官方旗艦店,6599,946,2019-11-23
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-23
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,945,2019-11-23
Vivo-Nex3,蘇寧易購官方旗艦店,4498,317,2019-11-23
華為-Mate30,蘇寧易購官方旗艦店,4299,8015,2019-11-23
三星-Note10,蘇寧易購官方旗艦店,6599,140,2019-11-23
三星-Note10-5G,蘇寧易購官方旗艦店,7999,806,2019-11-23
華為-Mate30,三際數碼官方旗艦店,4299,1282,2019-11-23
華為-Mate30Pro,三際數碼官方旗艦店,5799,1269,2019-11-23
三星-Note10,三際數碼官方旗艦店,6599,19,2019-11-23
三星-Note10-5G,三際數碼官方旗艦店,7999,226,2019-11-23
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8438,2019-11-22
Vivo-Nex3,Vivo官方旗艦店,4498,1371,2019-11-22
華為-Mate30,華為官方旗艦店,4299,57000,2019-11-22
華為-Mate30Pro,華為官方旗艦店,5799,67000,2019-11-22
三星-Note10,三星官方旗艦店,6599,940,2019-11-22
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-22
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,940,2019-11-22
Vivo-Nex3,蘇寧易購官方旗艦店,4498,317,2019-11-22
華為-Mate30,蘇寧易購官方旗艦店,4299,7975,2019-11-22
三星-Note10,蘇寧易購官方旗艦店,6599,138,2019-11-22
三星-Note10-5G,蘇寧易購官方旗艦店,7999,794,2019-11-22
華為-Mate30,三際數碼官方旗艦店,4299,1277,2019-11-22
華為-Mate30Pro,三際數碼官方旗艦店,5799,1263,2019-11-22
三星-Note10,三際數碼官方旗艦店,6599,19,2019-11-22
三星-Note10-5G,三際數碼官方旗艦店,7999,225,2019-11-22
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8432,2019-11-21
Vivo-Nex3,Vivo官方旗艦店,4498,1367,2019-11-21
華為-Mate30,華為官方旗艦店,4299,56000,2019-11-21
華為-Mate30Pro,華為官方旗艦店,5799,67000,2019-11-21
三星-Note10,三星官方旗艦店,6599,930,2019-11-21
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-21
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,940,2019-11-21
Vivo-Nex3,蘇寧易購官方旗艦店,4498,317,2019-11-21
華為-Mate30,蘇寧易購官方旗艦店,4299,7917,2019-11-21
三星-Note10,蘇寧易購官方旗艦店,6599,137,2019-11-21
三星-Note10-5G,蘇寧易購官方旗艦店,7999,785,2019-11-21
華為-Mate30,三際數碼官方旗艦店,4299,1270,2019-11-21
華為-Mate30Pro,三際數碼官方旗艦店,5799,1263,2019-11-21
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-21
三星-Note10-5G,三際數碼官方旗艦店,7999,220,2019-11-21
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8399,2019-11-20
Vivo-Nex3,Vivo官方旗艦店,4498,1359,2019-11-20
華為-Mate30,華為官方旗艦店,4299,56000,2019-11-20
華為-Mate30Pro,華為官方旗艦店,5799,67000,2019-11-20
三星-Note10,三星官方旗艦店,6599,927,2019-11-20
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-20
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,933,2019-11-20
Vivo-Nex3,蘇寧易購官方旗艦店,4498,316,2019-11-20
華為-Mate30,蘇寧易購官方旗艦店,4299,7856,2019-11-20
三星-Note10,蘇寧易購官方旗艦店,6599,132,2019-11-20
三星-Note10-5G,蘇寧易購官方旗艦店,7999,768,2019-11-20
華為-Mate30,三際數碼官方旗艦店,4299,1263,2019-11-20
華為-Mate30Pro,三際數碼官方旗艦店,5799,1262,2019-11-20
三星-Note10,三際數碼官方旗艦店,6599,17,2019-11-20
三星-Note10-5G,三際數碼官方旗艦店,7999,218,2019-11-20
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8370,2019-11-19
Vivo-Nex3,Vivo官方旗艦店,4498,1354,2019-11-19
華為-Mate30,華為官方旗艦店,4299,55000,2019-11-19
華為-Mate30Pro,華為官方旗艦店,5799,67000,2019-11-19
三星-Note10,三星官方旗艦店,6599,927,2019-11-19
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-19
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,930,2019-11-19
Vivo-Nex3,蘇寧易購官方旗艦店,4498,316,2019-11-19
華為-Mate30,蘇寧易購官方旗艦店,4299,7803,2019-11-19
三星-Note10,蘇寧易購官方旗艦店,6599,130,2019-11-19
三星-Note10-5G,蘇寧易購官方旗艦店,7999,763,2019-11-19
華為-Mate30,三際數碼官方旗艦店,4299,1258,2019-11-19
華為-Mate30Pro,三際數碼官方旗艦店,5799,1246,2019-11-19
三星-Note10,三際數碼官方旗艦店,6599,17,2019-11-19
三星-Note10-5G,三際數碼官方旗艦店,7999,217,2019-11-19
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8282,2019-11-17
Vivo-Nex3,Vivo官方旗艦店,4498,1353,2019-11-17
華為-Mate30,華為官方旗艦店,4299,54000,2019-11-17
華為-Mate30Pro,華為官方旗艦店,5799,66000,2019-11-17
三星-Note10,三星官方旗艦店,6599,923,2019-11-17
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-17
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,916,2019-11-17
Vivo-Nex3,蘇寧易購官方旗艦店,4498,308,2019-11-17
華為-Mate30,蘇寧易購官方旗艦店,4299,7699,2019-11-17
三星-Note10,蘇寧易購官方旗艦店,6599,131,2019-11-17
三星-Note10-5G,蘇寧易購官方旗艦店,7999,758,2019-11-17
華為-Mate30,三際數碼官方旗艦店,4299,1246,2019-11-17
華為-Mate30Pro,三際數碼官方旗艦店,5799,1215,2019-11-17
三星-Note10,三際數碼官方旗艦店,6599,17,2019-11-17
三星-Note10-5G,三際數碼官方旗艦店,7999,213,2019-11-17
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8259,2019-11-16
Vivo-Nex3,Vivo官方旗艦店,4498,1344,2019-11-16
華為-Mate30,華為官方旗艦店,4299,54000,2019-11-16
華為-Mate30Pro,華為官方旗艦店,5799,66000,2019-11-16
三星-Note10,三星官方旗艦店,6599,928,2019-11-16
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-16
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,910,2019-11-16
Vivo-Nex3,蘇寧易購官方旗艦店,4498,304,2019-11-16
華為-Mate30,蘇寧易購官方旗艦店,4299,7645,2019-11-16
三星-Note10,蘇寧易購官方旗艦店,6599,130,2019-11-16
三星-Note10-5G,蘇寧易購官方旗艦店,7999,748,2019-11-16
華為-Mate30,三際數碼官方旗艦店,4299,1240,2019-11-16
華為-Mate30Pro,三際數碼官方旗艦店,5799,1201,2019-11-16
三星-Note10,三際數碼官方旗艦店,6599,18,2019-11-16
三星-Note10-5G,三際數碼官方旗艦店,7999,210,2019-11-16
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8198,2019-11-15
Vivo-Nex3,Vivo官方旗艦店,4498,1333,2019-11-15
華為-Mate30,華為官方旗艦店,4299,53000,2019-11-15
華為-Mate30Pro,華為官方旗艦店,5799,66000,2019-11-15
三星-Note10,三星官方旗艦店,6599,925,2019-11-15
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-15
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,907,2019-11-15
Vivo-Nex3,蘇寧易購官方旗艦店,4498,304,2019-11-15
華為-Mate30,蘇寧易購官方旗艦店,4299,7599,2019-11-15
三星-Note10,蘇寧易購官方旗艦店,6599,130,2019-11-15
三星-Note10-5G,蘇寧易購官方旗艦店,7999,738,2019-11-15
華為-Mate30,三際數碼官方旗艦店,4299,1235,2019-11-15
華為-Mate30Pro,三際數碼官方旗艦店,5799,1185,2019-11-15
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-15
三星-Note10-5G,三際數碼官方旗艦店,7999,209,2019-11-15
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8215,2019-11-14
Vivo-Nex3,Vivo官方旗艦店,4498,1325,2019-11-14
華為-Mate30,華為官方旗艦店,4299,53000,2019-11-14
華為-Mate30Pro,華為官方旗艦店,5799,65000,2019-11-14
三星-Note10,三星官方旗艦店,6599,925,2019-11-14
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-14
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,902,2019-11-14
Vivo-Nex3,蘇寧易購官方旗艦店,4498,304,2019-11-14
華為-Mate30,蘇寧易購官方旗艦店,4299,7539,2019-11-14
三星-Note10,蘇寧易購官方旗艦店,6599,131,2019-11-14
三星-Note10-5G,蘇寧易購官方旗艦店,7999,734,2019-11-14
華為-Mate30,三際數碼官方旗艦店,4299,1238,2019-11-14
華為-Mate30Pro,三際數碼官方旗艦店,5799,1171,2019-11-14
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-14
三星-Note10-5G,三際數碼官方旗艦店,7999,208,2019-11-14
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8214,2019-11-13
Vivo-Nex3,Vivo官方旗艦店,4498,1323,2019-11-13
華為-Mate30,華為官方旗艦店,4299,52000,2019-11-13
華為-Mate30Pro,華為官方旗艦店,5799,65000,2019-11-13
三星-Note10,三星官方旗艦店,6599,925,2019-11-13
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-13
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,915,2019-11-13
Vivo-Nex3,蘇寧易購官方旗艦店,4498,305,2019-11-13
華為-Mate30,蘇寧易購官方旗艦店,4299,7581,2019-11-13
三星-Note10,蘇寧易購官方旗艦店,6599,132,2019-11-13
三星-Note10-5G,蘇寧易購官方旗艦店,7999,740,2019-11-13
華為-Mate30,三際數碼官方旗艦店,4299,1247,2019-11-13
華為-Mate30Pro,三際數碼官方旗艦店,5799,1172,2019-11-13
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-13
三星-Note10-5G,三際數碼官方旗艦店,7999,204,2019-11-13
Vivo-Nex3-5G,Vivo官方旗艦店,6198,8399,2019-11-12
Vivo-Nex3,Vivo官方旗艦店,4498,1299,2019-11-12
華為-Mate30,華為官方旗艦店,4299,54000,2019-11-12
華為-Mate30Pro,華為官方旗艦店,5799,66000,2019-11-12
三星-Note10,三星官方旗艦店,6599,899,2019-11-12
三星-Note10-5G,三星官方旗艦店,7999,12000,2019-11-12
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,899,2019-11-12
Vivo-Nex3,蘇寧易購官方旗艦店,4498,299,2019-11-12
華為-Mate30,蘇寧易購官方旗艦店,4299,7499,2019-11-12
三星-Note10,蘇寧易購官方旗艦店,6599,99,2019-11-12
三星-Note10-5G,蘇寧易購官方旗艦店,7999,699,2019-11-12
華為-Mate30,三際數碼官方旗艦店,4299,1199,2019-11-12
華為-Mate30Pro,三際數碼官方旗艦店,5799,1099,2019-11-12
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-12
三星-Note10-5G,三際數碼官方旗艦店,7999,199,2019-11-12
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5314,2019-11-11
Vivo-Nex3,Vivo官方旗艦店,4498,1021,2019-11-11
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-11
華為-Mate30Pro,華為官方旗艦店,5799,55000,2019-11-11
三星-Note10,三星官方旗艦店,6599,649,2019-11-11
三星-Note10-5G,三星官方旗艦店,7999,10000,2019-11-11
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,630,2019-11-11
Vivo-Nex3,蘇寧易購官方旗艦店,4498,249,2019-11-11
華為-Mate30,蘇寧易購官方旗艦店,4299,5017,2019-11-11
三星-Note10,蘇寧易購官方旗艦店,6599,90,2019-11-11
三星-Note10-5G,蘇寧易購官方旗艦店,7999,556,2019-11-11
華為-Mate30,三際數碼官方旗艦店,4299,933,2019-11-11
華為-Mate30Pro,三際數碼官方旗艦店,5799,999,2019-11-11
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-11
三星-Note10-5G,三際數碼官方旗艦店,7999,179,2019-11-11
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5315,2019-11-10
Vivo-Nex3,Vivo官方旗艦店,4498,1023,2019-11-10
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-10
華為-Mate30Pro,華為官方旗艦店,5799,55000,2019-11-10
三星-Note10,三星官方旗艦店,6599,650,2019-11-10
三星-Note10-5G,三星官方旗艦店,7999,10000,2019-11-10
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,630,2019-11-10
Vivo-Nex3,蘇寧易購官方旗艦店,4498,250,2019-11-10
華為-Mate30,蘇寧易購官方旗艦店,4299,5023,2019-11-10
三星-Note10,蘇寧易購官方旗艦店,6599,90,2019-11-10
三星-Note10-5G,蘇寧易購官方旗艦店,7999,557,2019-11-10
華為-Mate30,三際數碼官方旗艦店,4299,893,2019-11-10
華為-Mate30Pro,三際數碼官方旗艦店,5799,942,2019-11-10
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-10
三星-Note10-5G,三際數碼官方旗艦店,7999,177,2019-11-10
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5317,2019-11-09
Vivo-Nex3,Vivo官方旗艦店,4498,1027,2019-11-09
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-09
華為-Mate30Pro,華為官方旗艦店,5799,55000,2019-11-09
三星-Note10,三星官方旗艦店,6599,651,2019-11-09
三星-Note10-5G,三星官方旗艦店,7999,10000,2019-11-09
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,630,2019-11-09
Vivo-Nex3,蘇寧易購官方旗艦店,4498,250,2019-11-09
華為-Mate30,蘇寧易購官方旗艦店,4299,4899,2019-11-09
三星-Note10,蘇寧易購官方旗艦店,6599,90,2019-11-09
三星-Note10-5G,蘇寧易購官方旗艦店,7999,544,2019-11-09
華為-Mate30,三際數碼官方旗艦店,4299,862,2019-11-09
華為-Mate30Pro,三際數碼官方旗艦店,5799,907,2019-11-09
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-09
三星-Note10-5G,三際數碼官方旗艦店,7999,176,2019-11-09
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5320,2019-11-08
Vivo-Nex3,Vivo官方旗艦店,4498,1028,2019-11-08
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-08
華為-Mate30Pro,華為官方旗艦店,5799,56000,2019-11-08
三星-Note10,三星官方旗艦店,6599,651,2019-11-08
三星-Note10-5G,三星官方旗艦店,7999,10000,2019-11-08
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,624,2019-11-08
Vivo-Nex3,蘇寧易購官方旗艦店,4498,248,2019-11-08
華為-Mate30,蘇寧易購官方旗艦店,4299,4636,2019-11-08
三星-Note10,蘇寧易購官方旗艦店,6599,81,2019-11-08
三星-Note10-5G,蘇寧易購官方旗艦店,7999,518,2019-11-08
華為-Mate30,三際數碼官方旗艦店,4299,847,2019-11-08
華為-Mate30Pro,三際數碼官方旗艦店,5799,864,2019-11-08
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-08
三星-Note10-5G,三際數碼官方旗艦店,7999,172,2019-11-08
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5326,2019-11-07
Vivo-Nex3,Vivo官方旗艦店,4498,1032,2019-11-07
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-07
華為-Mate30Pro,華為官方旗艦店,5799,56000,2019-11-07
三星-Note10,三星官方旗艦店,6599,651,2019-11-07
三星-Note10-5G,三星官方旗艦店,7999,10000,2019-11-07
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,608,2019-11-07
Vivo-Nex3,蘇寧易購官方旗艦店,4498,233,2019-11-07
華為-Mate30,蘇寧易購官方旗艦店,4299,4468,2019-11-07
三星-Note10,蘇寧易購官方旗艦店,6599,78,2019-11-07
三星-Note10-5G,蘇寧易購官方旗艦店,7999,501,2019-11-07
華為-Mate30,三際數碼官方旗艦店,4299,827,2019-11-07
華為-Mate30Pro,三際數碼官方旗艦店,5799,843,2019-11-07
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-07
三星-Note10-5G,三際數碼官方旗艦店,7999,168,2019-11-07
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5297,2019-11-06
Vivo-Nex3,Vivo官方旗艦店,4498,1019,2019-11-06
華為-Mate30,華為官方旗艦店,4299,35000,2019-11-06
華為-Mate30Pro,華為官方旗艦店,5799,55000,2019-11-06
三星-Note10,三星官方旗艦店,6599,640,2019-11-06
三星-Note10-5G,三星官方旗艦店,7999,9955,2019-11-06
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,600,2019-11-06
Vivo-Nex3,蘇寧易購官方旗艦店,4498,224,2019-11-06
華為-Mate30,蘇寧易購官方旗艦店,4299,4398,2019-11-06
三星-Note10,蘇寧易購官方旗艦店,6599,75,2019-11-06
三星-Note10-5G,蘇寧易購官方旗艦店,7999,487,2019-11-06
華為-Mate30,三際數碼官方旗艦店,4299,821,2019-11-06
華為-Mate30Pro,三際數碼官方旗艦店,5799,830,2019-11-06
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-06
三星-Note10-5G,三際數碼官方旗艦店,7999,168,2019-11-06
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5281,2019-11-05
Vivo-Nex3,Vivo官方旗艦店,4498,1004,2019-11-05
華為-Mate30,華為官方旗艦店,4299,34000,2019-11-05
華為-Mate30Pro,華為官方旗艦店,6299,55000,2019-11-05
三星-Note10,三星官方旗艦店,6599,617,2019-11-05
三星-Note10-5G,三星官方旗艦店,7999,9846,2019-11-05
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,597,2019-11-05
Vivo-Nex3,蘇寧易購官方旗艦店,4498,218,2019-11-05
華為-Mate30,蘇寧易購官方旗艦店,4299,4284,2019-11-05
三星-Note10,蘇寧易購官方旗艦店,6599,73,2019-11-05
三星-Note10-5G,蘇寧易購官方旗艦店,7999,473,2019-11-05
華為-Mate30,三際數碼官方旗艦店,4299,815,2019-11-05
華為-Mate30Pro,三際數碼官方旗艦店,5799,819,2019-11-05
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-05
三星-Note10-5G,三際數碼官方旗艦店,7999,167,2019-11-05
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5263,2019-11-04
Vivo-Nex3,Vivo官方旗艦店,4498,987,2019-11-04
華為-Mate30,華為官方旗艦店,4299,34000,2019-11-04
華為-Mate30Pro,華為官方旗艦店,6299,54000,2019-11-04
三星-Note10,三星官方旗艦店,6599,606,2019-11-04
三星-Note10-5G,三星官方旗艦店,7999,9757,2019-11-04
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,586,2019-11-04
Vivo-Nex3,蘇寧易購官方旗艦店,4498,213,2019-11-04
華為-Mate30,蘇寧易購官方旗艦店,4299,4151,2019-11-04
三星-Note10,蘇寧易購官方旗艦店,6599,72,2019-11-04
三星-Note10-5G,蘇寧易購官方旗艦店,7999,465,2019-11-04
華為-Mate30,三際數碼官方旗艦店,4299,802,2019-11-04
華為-Mate30Pro,三際數碼官方旗艦店,5799,807,2019-11-04
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-04
三星-Note10-5G,三際數碼官方旗艦店,7999,167,2019-11-04
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5233,2019-11-03
Vivo-Nex3,Vivo官方旗艦店,4498,968,2019-11-03
華為-Mate30,華為官方旗艦店,4299,33000,2019-11-03
華為-Mate30Pro,華為官方旗艦店,6299,54000,2019-11-03
三星-Note10,三星官方旗艦店,6599,591,2019-11-03
三星-Note10-5G,三星官方旗艦店,7999,9720,2019-11-03
Vivo-Nex3-5G,蘇寧易購官方旗艦店,6198,578,2019-11-03
Vivo-Nex3,蘇寧易購官方旗艦店,4498,207,2019-11-03
華為-Mate30,蘇寧易購官方旗艦店,4299,4045,2019-11-03
三星-Note10,蘇寧易購官方旗艦店,6599,70,2019-11-03
三星-Note10-5G,蘇寧易購官方旗艦店,7999,457,2019-11-03
華為-Mate30,三際數碼官方旗艦店,4299,788,2019-11-03
華為-Mate30Pro,三際數碼官方旗艦店,5799,794,2019-11-03
三星-Note10,三際數碼官方旗艦店,6599,16,2019-11-03
三星-Note10-5G,三際數碼官方旗艦店,7999,166,2019-11-03
Vivo-Nex3-5G,Vivo官方旗艦店,6198,5222,2019-11-02
Vivo-Nex3,Vivo官方旗艦店,4498,957,2019-11-02
華為-Mate30,華為官方旗艦店,4299,33000,2019-11-02
華為-Mate30Pro,華為官方旗艦店,6299,54000,2019-11-02
